nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.377982141E-05  2.583124119E-05  9.682999981E+04  9.789832822E-06  2.919999997E+02  2.919999997E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.019628805E-04  2.162533729E-04  9.682999816E+04 -2.046425256E-04  2.919996062E+02  2.919996061E+02  9.999942847E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.455364297E-04  3.710101884E-05  9.682999822E+04 -2.116687562E-04  2.918715582E+02  2.918715580E+02  9.994444205E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.923891169E-04  2.297725631E-04  9.682999961E+04 -1.827334790E-04  2.919999996E+02  2.919999995E+02  9.999998312E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.653822057E-05  1.185566869E-04  9.682999772E+04  6.163859723E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.151652395E-03  1.813253473E-03  9.682999821E+04 -4.971518890E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.878654253E-04  8.238159305E-05  9.682999979E+04 -3.126963849E-04  2.919998234E+02  2.919998231E+02  9.999986851E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.302937895E-04  2.025966612E-04  9.682999867E+04 -2.454347103E-04  2.919999972E+02  2.919999971E+02  9.999999905E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.393856887E-04  3.986073655E-05  9.682999996E+04 -2.030144239E-04  2.919953604E+02  2.919953603E+02  9.999964795E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.010944527E-04  1.846976633E-04  9.682999978E+04 -2.325673612E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816234704E-03  1.775908998E-03  9.682999963E+04 -1.957974479E-04  2.919978434E+02  2.919978434E+02  9.999774006E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.628803541E-04  2.387505937E-05  9.682999884E+04 -2.402707080E-04  2.814657534E+02  2.814657532E+02  9.724966395E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.165219607E-04  5.586622113E-05  9.683000040E+04 -2.654116233E-04  2.911821496E+02  2.911821493E+02  9.990672625E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.665173423E-04  1.726292693E-04  9.682999910E+04 -1.067810968E-04  2.880128618E+02  2.880128617E+02  9.965648782E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.729018432E-04  3.625495313E-04  9.683000017E+04 -3.596973911E-05  2.868935562E+02  2.868935562E+02  9.981001615E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.622546823E-05  1.007187545E-04  9.682999996E+04  6.567525964E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116572748E-02  1.067833103E-02  9.682998811E+04 -1.422300500E-03  2.919999984E+02  2.919999980E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.294077474E-04  3.872192606E-05  9.683000111E+04 -2.940495342E-04  2.917770627E+02  2.917770625E+02  9.999995953E-01 
