nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.371225389E-05  2.575208915E-05  9.682999981E+04  9.785181530E-06  2.919999997E+02  2.919999997E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.043071781E-04  2.144091844E-04  9.682999815E+04 -2.086696990E-04  2.919999573E+02  2.919999571E+02  9.999997435E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.431171148E-04  2.958831711E-05  9.682999822E+04 -2.161084800E-04  2.918858256E+02  2.918858255E+02  9.995881920E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.931737783E-04  2.300012863E-04  9.682999961E+04 -1.833093779E-04  2.919999996E+02  2.919999995E+02  9.999998332E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.632123181E-05  1.185480662E-04  9.682999772E+04  6.184769426E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.151637513E-03  1.813700525E-03  9.682999821E+04 -4.967290893E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.895765451E-04  8.291668790E-05  9.682999979E+04 -3.139193274E-04  2.919998699E+02  2.919998697E+02  9.999975366E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.333365888E-04  2.021473862E-04  9.682999866E+04 -2.488874492E-04  2.919999973E+02  2.919999971E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.446279709E-04  4.444017304E-05  9.682999996E+04 -2.040784502E-04  2.919978094E+02  2.919978092E+02  9.999995640E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.015241920E-04  1.848072657E-04  9.682999978E+04 -2.328970709E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816698096E-03  1.776815348E-03  9.682999963E+04 -1.954337922E-04  2.919978232E+02  2.919978232E+02  9.999768620E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.606652749E-04  2.612497951E-05  9.682999884E+04 -2.360079588E-04  2.823722155E+02  2.823722153E+02  9.812464380E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.179924699E-04  5.115463988E-05  9.683000040E+04 -2.712315265E-04  2.914362152E+02  2.914362149E+02  9.995939480E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.634262292E-04  1.641529184E-04  9.682999911E+04 -1.116178325E-04  2.881716183E+02  2.881716182E+02  9.972237268E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.738398670E-04  3.628472491E-04  9.683000017E+04 -3.658470014E-05  2.868550382E+02  2.868550381E+02  9.980504602E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.599885599E-05  1.006933113E-04  9.682999996E+04  6.587857393E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116263708E-02  1.067818393E-02  9.682998812E+04 -1.419344240E-03  2.919999984E+02  2.919999980E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.285752124E-04  3.736150657E-05  9.683000111E+04 -2.944662807E-04  2.918388370E+02  2.918388367E+02  9.999991843E-01 
