nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.373229001E-05  2.570416374E-05  9.682999981E+04  9.721459874E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.024805809E-04  2.154886510E-04  9.682999815E+04 -2.058582638E-04  2.919999657E+02  2.919999656E+02  9.999950274E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.493493918E-04  4.273682687E-05  9.682999822E+04 -2.103363849E-04  2.918654867E+02  2.918654865E+02  9.992217945E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.916569024E-04  2.291235100E-04  9.682999961E+04 -1.825934619E-04  2.919999996E+02  2.919999995E+02  9.999998578E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.651137167E-05  1.185205270E-04  9.682999772E+04  6.163255092E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152566772E-03  1.813602677E-03  9.682999821E+04 -4.977476059E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.877902741E-04  8.243458092E-05  9.682999979E+04 -3.125728702E-04  2.919998206E+02  2.919998204E+02  9.999978773E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.295405875E-04  2.016943231E-04  9.682999867E+04 -2.455049998E-04  2.919999974E+02  2.919999972E+02  9.999999905E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.379481189E-04  3.878534615E-05  9.682999996E+04 -2.025580100E-04  2.919943848E+02  2.919943846E+02  9.999825235E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.010825469E-04  1.845938579E-04  9.682999978E+04 -2.326502094E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816768397E-03  1.776118322E-03  9.682999963E+04 -1.961398558E-04  2.919977811E+02  2.919977811E+02  9.999769346E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.655517962E-04  2.201428027E-05  9.682999883E+04 -2.446437509E-04  2.807699125E+02  2.807699123E+02  9.676735043E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.152029832E-04  5.546296908E-05  9.683000041E+04 -2.644507164E-04  2.910900287E+02  2.910900285E+02  9.973107740E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.755763941E-04  1.879681671E-04  9.682999909E+04 -1.012367677E-04  2.873278533E+02  2.873278532E+02  9.933790769E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.707087383E-04  3.609407591E-04  9.683000017E+04 -3.524129680E-05  2.868685519E+02  2.868685519E+02  9.980450653E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.615208798E-05  1.006320301E-04  9.682999996E+04  6.566942443E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116757969E-02  1.067687225E-02  9.682998811E+04 -1.425483653E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.301461499E-04  4.086719434E-05  9.683000111E+04 -2.928257863E-04  2.917511278E+02  2.917511276E+02  9.999990532E-01 
