nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.331951439E-05  2.564580320E-05  9.682999981E+04  1.008096535E-05  2.919999998E+02  2.919999998E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.098551335E-04  2.113405859E-04  9.682999815E+04 -2.170177090E-04  2.920000006E+02  2.920000005E+02  9.999999851E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.448844098E-04  1.191214742E-05  9.682999822E+04 -2.340149124E-04  2.919945487E+02  2.919945485E+02  9.999900958E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.910186147E-04  2.269402766E-04  9.682999961E+04 -1.839473152E-04  2.919999998E+02  2.919999997E+02  9.999999207E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.656009702E-05  1.185408717E-04  9.682999772E+04  6.160246383E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.151824746E-03  1.813621347E-03  9.682999821E+04 -4.969885589E-04  2.920000012E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -4.111556654E-04  9.543188495E-05  9.682999977E+04 -3.240790152E-04  2.920000557E+02  2.920000554E+02  9.999996397E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.398941816E-04  2.001302094E-04  9.682999866E+04 -2.572857173E-04  2.919999973E+02  2.919999971E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.696753590E-04  6.086125138E-05  9.682999993E+04 -2.141426458E-04  2.919999949E+02  2.919999947E+02  1.000000002E+00 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.011325897E-04  1.838297770E-04  9.682999978E+04 -2.333973835E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.814712730E-03  1.776364048E-03  9.682999963E+04 -1.938601085E-04  2.919978180E+02  2.919978180E+02  9.999745569E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.660886375E-04  2.464226596E-05  9.682999883E+04 -2.434789960E-04  2.904139324E+02  2.904139322E+02  9.996515892E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.239575898E-04  4.887427017E-05  9.683000040E+04 -2.793632257E-04  2.920064404E+02  2.920064401E+02  9.999998517E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.705535651E-04  1.655528856E-04  9.682999910E+04 -1.186865747E-04  2.905005551E+02  2.905005550E+02  9.993400040E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.716269111E-04  3.617233068E-04  9.683000017E+04 -3.579322587E-05  2.871758345E+02  2.871758345E+02  9.982157709E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.631973395E-05  1.008849535E-04  9.682999996E+04  6.573259144E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.115982692E-02  1.067201383E-02  9.682998812E+04 -1.422163949E-03  2.919999984E+02  2.919999980E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.435612700E-04  3.798959429E-05  9.683000110E+04 -3.088971920E-04  2.919957675E+02  2.919957672E+02  1.000000006E+00 
