nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.380699050E-05  2.587705965E-05  9.682999981E+04  9.804438590E-06  2.919999996E+02  2.919999996E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.012178768E-04  2.154203790E-04  9.682999816E+04 -2.046574949E-04  2.919994564E+02  2.919994563E+02  9.999895481E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.455340434E-04  3.917057706E-05  9.682999822E+04 -2.097773339E-04  2.918731391E+02  2.918731389E+02  9.993784498E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.922134131E-04  2.295298873E-04  9.682999961E+04 -1.827791840E-04  2.919999996E+02  2.919999995E+02  9.999998338E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.661192561E-05  1.185596586E-04  9.682999772E+04  6.156762050E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.151791599E-03  1.813308956E-03  9.682999821E+04 -4.972404873E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.882065909E-04  8.282343207E-05  9.682999979E+04 -3.126343656E-04  2.919998023E+02  2.919998021E+02  9.999984101E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.295477653E-04  2.019326456E-04  9.682999867E+04 -2.452946425E-04  2.919999972E+02  2.919999970E+02  9.999999902E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.388630585E-04  3.931669961E-05  9.682999996E+04 -2.029881284E-04  2.919949087E+02  2.919949086E+02  9.999945226E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.010675534E-04  1.845847911E-04  9.682999978E+04 -2.326433213E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816256742E-03  1.775854146E-03  9.682999963E+04 -1.958695827E-04  2.919978402E+02  2.919978402E+02  9.999774452E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.640282438E-04  2.255929183E-05  9.682999883E+04 -2.426528982E-04  2.813379804E+02  2.813379802E+02  9.716113187E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.158743514E-04  5.794982298E-05  9.683000041E+04 -2.628409282E-04  2.910865008E+02  2.910865006E+02  9.987332234E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.676419487E-04  1.759025778E-04  9.682999910E+04 -1.048381059E-04  2.879455550E+02  2.879455550E+02  9.962055186E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.725885871E-04  3.622408004E-04  9.683000017E+04 -3.594601225E-05  2.868959917E+02  2.868959916E+02  9.980992174E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.630640581E-05  1.007390318E-04  9.682999996E+04  6.561272702E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116625792E-02  1.067841826E-02  9.682998811E+04 -1.422751329E-03  2.919999985E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.300226767E-04  4.006934328E-05  9.683000111E+04 -2.934339082E-04  2.917759631E+02  2.917759629E+02  9.999995268E-01 
