nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.269557538E-05  2.557987181E-05  9.682999981E+04  1.064484899E-05  2.919999999E+02  2.919999999E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.136181881E-04  2.109760950E-04  9.682999814E+04 -2.211133001E-04  2.920000001E+02  2.919999999E+02  9.999999851E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.519862929E-04  8.127066816E-06  9.682999821E+04 -2.445708013E-04  2.919998963E+02  2.919998961E+02  9.999999841E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.876807078E-04  2.206773460E-04  9.682999961E+04 -1.863240277E-04  2.920000000E+02  2.919999999E+02  9.999999998E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.596239939E-05  1.187282863E-04  9.682999772E+04  6.237106174E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.147654688E-03  1.813602289E-03  9.682999821E+04 -4.928358644E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -4.141074078E-04  9.404206716E-05  9.682999977E+04 -3.282989756E-04  2.920000663E+02  2.920000660E+02  1.000000002E+00 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.438748383E-04  1.994185325E-04  9.682999865E+04 -2.619156634E-04  2.919999973E+02  2.919999971E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.813007176E-04  6.623177017E-05  9.682999992E+04 -2.208676580E-04  2.920000028E+02  2.920000026E+02  1.000000002E+00 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.010790925E-04  1.819056896E-04  9.682999978E+04 -2.350995153E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.812025973E-03  1.768635002E-03  9.682999963E+04 -1.982322290E-04  2.919989995E+02  2.919989994E+02  9.999895970E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.682800186E-04  2.349888095E-05  9.682999883E+04 -2.468414100E-04  2.920377705E+02  2.920377703E+02  9.999985931E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.265582229E-04  4.778955249E-05  9.683000039E+04 -2.829536961E-04  2.920065174E+02  2.920065172E+02  1.000000007E+00 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.827467849E-04  1.579433931E-04  9.682999909E+04 -1.386313809E-04  2.919998541E+02  2.919998540E+02  9.999962868E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.753106511E-04  3.547778645E-04  9.683000017E+04 -4.899826680E-05  2.897908674E+02  2.897908674E+02  9.998352788E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.565478109E-05  1.004586268E-04  9.682999996E+04  6.600856876E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.112596498E-02  1.066854081E-02  9.682998815E+04 -1.391470901E-03  2.919999985E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.452279709E-04  3.136408323E-05  9.683000110E+04 -3.166098656E-04  2.920007285E+02  2.920007282E+02  1.000000015E+00 
