nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.374155018E-05  2.581995254E-05  9.682999981E+04  9.817821926E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.013318571E-04  2.156481998E-04  9.682999816E+04 -2.045639578E-04  2.919999661E+02  2.919999659E+02  9.999943320E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.477771614E-04  4.253240813E-05  9.682999822E+04 -2.089506172E-04  2.918648251E+02  2.918648249E+02  9.991891029E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.909039906E-04  2.291334538E-04  9.682999961E+04 -1.818315457E-04  2.919999997E+02  2.919999995E+02  9.999998558E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.653774901E-05  1.185363735E-04  9.682999772E+04  6.162055201E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152810161E-03  1.813628517E-03  9.682999821E+04 -4.979672923E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.862208775E-04  8.239296564E-05  9.682999979E+04 -3.110414920E-04  2.919998018E+02  2.919998016E+02  9.999974367E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.283546880E-04  2.017859668E-04  9.682999867E+04 -2.442353786E-04  2.919999974E+02  2.919999972E+02  9.999999904E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.367964462E-04  3.894953838E-05  9.682999997E+04 -2.012565259E-04  2.919944298E+02  2.919944296E+02  9.999823506E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.003346702E-04  1.845911386E-04  9.682999978E+04 -2.319046788E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816858853E-03  1.776036252E-03  9.682999963E+04 -1.963052918E-04  2.919977882E+02  2.919977882E+02  9.999769241E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.638420667E-04  2.234830224E-05  9.682999883E+04 -2.426134221E-04  2.807242554E+02  2.807242552E+02  9.668659600E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.140116179E-04  5.551607125E-05  9.683000041E+04 -2.632183524E-04  2.911369058E+02  2.911369056E+02  9.971091001E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.743004075E-04  1.880974264E-04  9.682999909E+04 -9.981627454E-05  2.872870126E+02  2.872870126E+02  9.931460989E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.698865302E-04  3.608821211E-04  9.683000017E+04 -3.447536159E-05  2.868698203E+02  2.868698203E+02  9.980518607E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.619878177E-05  1.006824317E-04  9.682999996E+04  6.566867442E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.117115427E-02  1.067675981E-02  9.682998811E+04 -1.429160871E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.284545957E-04  4.054811226E-05  9.683000111E+04 -2.914250763E-04  2.917463296E+02  2.917463293E+02  9.999989339E-01 
