nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.368308196E-05  2.586607326E-05  9.682999981E+04  9.918339571E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.025322734E-04  2.155214082E-04  9.682999815E+04 -2.058800231E-04  2.919999652E+02  2.919999651E+02  9.999931808E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.483003959E-04  4.219982118E-05  9.682999822E+04 -2.097775676E-04  2.918651290E+02  2.918651288E+02  9.991642667E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.915639329E-04  2.291423741E-04  9.682999961E+04 -1.824832940E-04  2.919999997E+02  2.919999995E+02  9.999998549E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.646781272E-05  1.185417150E-04  9.682999772E+04  6.169541349E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152465653E-03  1.813618507E-03  9.682999821E+04 -4.976320544E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.872546657E-04  8.225217443E-05  9.682999979E+04 -3.122037071E-04  2.919997970E+02  2.919997967E+02  9.999974015E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.295867755E-04  2.017370830E-04  9.682999867E+04 -2.455120840E-04  2.919999974E+02  2.919999972E+02  9.999999903E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.380984013E-04  3.919883353E-05  9.682999996E+04 -2.023310802E-04  2.919945484E+02  2.919945482E+02  9.999831376E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.009518886E-04  1.845894625E-04  9.682999978E+04 -2.325234765E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816809664E-03  1.776032232E-03  9.682999963E+04 -1.962597865E-04  2.919977936E+02  2.919977936E+02  9.999769546E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.650561354E-04  2.250951059E-05  9.682999883E+04 -2.436724804E-04  2.806989048E+02  2.806989046E+02  9.663927790E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.149861903E-04  5.560998064E-05  9.683000041E+04 -2.641092837E-04  2.911495745E+02  2.911495743E+02  9.970682962E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.749933671E-04  1.877708119E-04  9.682999909E+04 -1.008096679E-04  2.872830683E+02  2.872830683E+02  9.930418593E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.705530051E-04  3.608791870E-04  9.683000017E+04 -3.514758868E-05  2.868723626E+02  2.868723626E+02  9.980552666E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.613779545E-05  1.007000948E-04  9.682999996E+04  6.574583630E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116719534E-02  1.067646177E-02  9.682998811E+04 -1.425473860E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.295726733E-04  4.034962406E-05  9.683000111E+04 -2.927238923E-04  2.917424039E+02  2.917424037E+02  9.999989301E-01 
