nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.273686174E-05  2.558358413E-05  9.682999981E+04  1.060687602E-05  2.919999999E+02  2.920000000E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.097074100E-04  2.105036701E-04  9.682999815E+04 -2.176335632E-04  2.919999997E+02  2.919999995E+02  9.999999851E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.485089978E-04  7.045404640E-06  9.682999822E+04 -2.420803954E-04  2.919998984E+02  2.919998982E+02  9.999999842E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.826605185E-04  2.048726201E-04  9.682999962E+04 -1.957246743E-04  2.920000000E+02  2.919999999E+02  1.000000000E+00 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.544137235E-05  1.179173472E-04  9.682999772E+04  6.215205941E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.156443458E-03  1.831486856E-03  9.682999820E+04 -4.853058708E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -4.092293422E-04  9.413251386E-05  9.682999977E+04 -3.233383304E-04  2.920000659E+02  2.920000656E+02  1.000000002E+00 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.399528424E-04  2.008671550E-04  9.682999866E+04 -2.566718853E-04  2.919999973E+02  2.919999971E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.804323597E-04  6.726424314E-05  9.682999992E+04 -2.190571907E-04  2.920000030E+02  2.920000028E+02  1.000000002E+00 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -3.969996505E-04  1.836509476E-04  9.682999978E+04 -2.294275870E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.803639705E-03  1.749575343E-03  9.682999964E+04 -2.072421140E-04  2.919999907E+02  2.919999906E+02  9.999997131E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.562792079E-04  2.360323873E-05  9.682999884E+04 -2.347453689E-04  2.920378968E+02  2.920378966E+02  9.999999905E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.211580501E-04  4.940257873E-05  9.683000040E+04 -2.760815667E-04  2.920061600E+02  2.920061598E+02  1.000000007E+00 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.786714540E-04  1.532028171E-04  9.682999909E+04 -1.388816570E-04  2.919997383E+02  2.919997382E+02  9.999999922E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.756224296E-04  3.319878029E-04  9.683000017E+04 -7.260729116E-05  2.919159345E+02  2.919159344E+02  9.999999557E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.561813330E-05  9.945191933E-05  9.682999996E+04  6.512663527E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.112205966E-02  1.066554123E-02  9.682998816E+04 -1.390302567E-03  2.919999984E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.376950818E-04  3.070867760E-05  9.683000111E+04 -3.096750744E-04  2.920006891E+02  2.920006888E+02  1.000000015E+00 
