nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.385663837E-05  2.590773763E-05  9.682999981E+04  9.782864373E-06  2.919999996E+02  2.919999996E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.007089079E-04  2.146666163E-04  9.682999816E+04 -2.048363149E-04  2.919994979E+02  2.919994977E+02  9.999875608E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.448830831E-04  3.987260466E-05  9.682999822E+04 -2.084855526E-04  2.918743186E+02  2.918743185E+02  9.993408359E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.919238709E-04  2.294235763E-04  9.682999961E+04 -1.825865509E-04  2.919999996E+02  2.919999995E+02  9.999998354E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.668533714E-05  1.185622944E-04  9.682999772E+04  6.149667587E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152300925E-03  1.813382658E-03  9.682999821E+04 -4.976825020E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.876837278E-04  8.289141107E-05  9.682999979E+04 -3.120495772E-04  2.919998051E+02  2.919998049E+02  9.999982718E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.290611003E-04  2.014567811E-04  9.682999867E+04 -2.452421469E-04  2.919999972E+02  2.919999970E+02  9.999999900E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.385190824E-04  3.934344561E-05  9.682999996E+04 -2.026197332E-04  2.919948770E+02  2.919948768E+02  9.999933609E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.008507184E-04  1.845440312E-04  9.682999978E+04 -2.324637237E-04  2.920000005E+02  2.920000003E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816542317E-03  1.775850374E-03  9.682999963E+04 -1.961586300E-04  2.919978360E+02  2.919978359E+02  9.999774173E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.641012786E-04  2.183235673E-05  9.682999883E+04 -2.434066757E-04  2.812483031E+02  2.812483029E+02  9.704778198E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.149684867E-04  5.867996123E-05  9.683000041E+04 -2.612591847E-04  2.910416259E+02  2.910416257E+02  9.984854301E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.678503861E-04  1.777401490E-04  9.682999910E+04 -1.033129186E-04  2.878888085E+02  2.878888084E+02  9.959123423E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.721401244E-04  3.620293436E-04  9.683000017E+04 -3.569101808E-05  2.868934652E+02  2.868934652E+02  9.980938059E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.637980564E-05  1.007508574E-04  9.682999996E+04  6.555025252E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116895818E-02  1.067829097E-02  9.682998811E+04 -1.425567665E-03  2.919999985E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.295778677E-04  4.070955062E-05  9.683000111E+04 -2.924043466E-04  2.917743801E+02  2.917743799E+02  9.999994253E-01 
