nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.390029642E-05  2.597242064E-05  9.682999981E+04  9.798248946E-06  2.919999996E+02  2.919999996E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.009891242E-04  2.133920822E-04  9.682999816E+04 -2.062797078E-04  2.919997519E+02  2.919997518E+02  9.999860475E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.440917659E-04  4.039399137E-05  9.682999822E+04 -2.072184640E-04  2.918749643E+02  2.918749642E+02  9.992533781E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.918211975E-04  2.293042397E-04  9.682999961E+04 -1.825928528E-04  2.919999996E+02  2.919999995E+02  9.999998392E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.672305643E-05  1.185654384E-04  9.682999772E+04  6.146179719E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152432131E-03  1.813531777E-03  9.682999821E+04 -4.976776306E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.869717603E-04  8.243663983E-05  9.682999979E+04 -3.117524364E-04  2.919998326E+02  2.919998324E+02  9.999985364E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.292416322E-04  2.007159263E-04  9.682999867E+04 -2.460986707E-04  2.919999972E+02  2.919999970E+02  9.999999897E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.387509156E-04  3.979864768E-05  9.682999996E+04 -2.024363299E-04  2.919950755E+02  2.919950754E+02  9.999909897E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.008403729E-04  1.845129193E-04  9.682999978E+04 -2.324818491E-04  2.920000005E+02  2.920000003E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816758799E-03  1.775878788E-03  9.682999963E+04 -1.963490867E-04  2.919978287E+02  2.919978286E+02  9.999773187E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.649293854E-04  2.106775691E-05  9.682999883E+04 -2.449490130E-04  2.811336409E+02  2.811336407E+02  9.700630719E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.135105912E-04  5.839249308E-05  9.683000041E+04 -2.600660848E-04  2.910402780E+02  2.910402778E+02  9.980193487E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.689610826E-04  1.812671533E-04  9.682999910E+04 -1.010477944E-04  2.876988718E+02  2.876988717E+02  9.949882509E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.716007416E-04  3.615725771E-04  9.683000017E+04 -3.556472333E-05  2.868839187E+02  2.868839187E+02  9.980776149E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.642728254E-05  1.007689314E-04  9.682999996E+04  6.551929254E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116892702E-02  1.067886422E-02  9.682998811E+04 -1.425013456E-03  2.919999985E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.292996856E-04  4.121964661E-05  9.683000111E+04 -2.916590265E-04  2.917649898E+02  2.917649896E+02  9.999992902E-01 
