nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.375185671E-05  2.597580823E-05  9.682999981E+04  9.949662906E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.025933662E-04  2.146239059E-04  9.682999815E+04 -2.067600713E-04  2.919999473E+02  2.919999471E+02  9.999886435E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.464537820E-04  4.130326043E-05  9.682999822E+04 -2.087493579E-04  2.918662588E+02  2.918662586E+02  9.991081765E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.918367395E-04  2.292098939E-04  9.682999961E+04 -1.826945189E-04  2.919999997E+02  2.919999995E+02  9.999998502E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.653946006E-05  1.185556756E-04  9.682999772E+04  6.163658561E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152309154E-03  1.813599007E-03  9.682999821E+04 -4.974932792E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.866445061E-04  8.173642410E-05  9.682999979E+04 -3.120641336E-04  2.919998122E+02  2.919998120E+02  9.999980191E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.300140407E-04  2.013454500E-04  9.682999867E+04 -2.462966361E-04  2.919999974E+02  2.919999972E+02  9.999999899E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.388634045E-04  3.985261551E-05  9.682999996E+04 -2.024995739E-04  2.919948758E+02  2.919948756E+02  9.999860171E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.010883948E-04  1.845809849E-04  9.682999978E+04 -2.326677087E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816941466E-03  1.776055092E-03  9.682999963E+04 -1.963708432E-04  2.919978108E+02  2.919978108E+02  9.999770831E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.652080085E-04  2.250898704E-05  9.682999883E+04 -2.438272751E-04  2.807238744E+02  2.807238742E+02  9.665324487E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.142844504E-04  5.586996190E-05  9.683000041E+04 -2.631705530E-04  2.911519523E+02  2.911519521E+02  9.971561942E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.730071040E-04  1.856730645E-04  9.682999910E+04 -1.007909504E-04  2.873205468E+02  2.873205467E+02  9.929145560E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.709119663E-04  3.609922671E-04  9.683000017E+04 -3.540898619E-05  2.868785952E+02  2.868785952E+02  9.980631136E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.622853152E-05  1.007461384E-04  9.682999996E+04  6.569720227E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116641849E-02  1.067676705E-02  9.682998811E+04 -1.424418443E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.292381734E-04  4.012059108E-05  9.683000111E+04 -2.925977809E-04  2.917371558E+02  2.917371555E+02  9.999990853E-01 
