nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.373051007E-05  2.569739912E-05  9.682999981E+04  9.716954884E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.023489500E-04  2.154864088E-04  9.682999815E+04 -2.057286530E-04  2.919999657E+02  2.919999656E+02  9.999950288E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.492467309E-04  4.272520632E-05  9.682999822E+04 -2.102443209E-04  2.918655595E+02  2.918655593E+02  9.992223204E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.916099186E-04  2.291213449E-04  9.682999961E+04 -1.825485491E-04  2.919999996E+02  2.919999995E+02  9.999998581E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.650966653E-05  1.185193485E-04  9.682999772E+04  6.163317056E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152549399E-03  1.813603501E-03  9.682999821E+04 -4.977295695E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.876881525E-04  8.243332549E-05  9.682999979E+04 -3.124719005E-04  2.919998207E+02  2.919998204E+02  9.999978798E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.294106652E-04  2.016933876E-04  9.682999867E+04 -2.453758959E-04  2.919999974E+02  2.919999972E+02  9.999999905E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.378585890E-04  3.878908781E-05  9.682999997E+04 -2.024649702E-04  2.919943902E+02  2.919943900E+02  9.999825620E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.010410754E-04  1.845946145E-04  9.682999978E+04 -2.326080244E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816739638E-03  1.776128658E-03  9.682999963E+04 -1.961016565E-04  2.919977808E+02  2.919977808E+02  9.999769376E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.654431368E-04  2.201451594E-05  9.682999883E+04 -2.445349550E-04  2.807710506E+02  2.807710504E+02  9.676895097E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.150660262E-04  5.547675365E-05  9.683000041E+04 -2.643012030E-04  2.910901906E+02  2.910901904E+02  9.973019864E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.754613534E-04  1.879495198E-04  9.682999909E+04 -1.011402281E-04  2.873299512E+02  2.873299511E+02  9.933844543E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.706538512E-04  3.609425112E-04  9.683000017E+04 -3.518495065E-05  2.868687737E+02  2.868687737E+02  9.980445538E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.614823521E-05  1.006282852E-04  9.682999996E+04  6.566982566E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116765164E-02  1.067684772E-02  9.682998811E+04 -1.425578023E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.300430169E-04  4.086505101E-05  9.683000111E+04 -2.927245089E-04  2.917511789E+02  2.917511787E+02  9.999990550E-01 
