nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.372269484E-05  2.572980250E-05  9.682999981E+04  9.754421937E-06  2.919999997E+02  2.919999998E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.037779637E-04  2.132950618E-04  9.682999815E+04 -2.091571981E-04  2.919999838E+02  2.919999837E+02  9.999999370E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.409912051E-04  2.691531777E-05  9.682999823E+04 -2.164235010E-04  2.918983387E+02  2.918983385E+02  9.996343531E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.928362490E-04  2.298083500E-04  9.682999961E+04 -1.831479458E-04  2.919999996E+02  2.919999995E+02  9.999998394E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.630442549E-05  1.185477772E-04  9.682999772E+04  6.186429987E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.151974939E-03  1.813939425E-03  9.682999821E+04 -4.968485389E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.906661213E-04  8.415953020E-05  9.682999979E+04 -3.138748453E-04  2.919998650E+02  2.919998647E+02  9.999966138E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.331618153E-04  2.015769243E-04  9.682999867E+04 -2.492332622E-04  2.919999972E+02  2.919999970E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.464440900E-04  4.668823667E-05  9.682999996E+04 -2.038433364E-04  2.919985341E+02  2.919985340E+02  9.999999103E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.011894917E-04  1.846937212E-04  9.682999978E+04 -2.326659623E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817279333E-03  1.777318662E-03  9.682999963E+04 -1.955558635E-04  2.919978263E+02  2.919978262E+02  9.999767424E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.595984310E-04  2.686322735E-05  9.682999884E+04 -2.343249132E-04  2.832725553E+02  2.832725551E+02  9.885380533E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.173630225E-04  5.020965989E-05  9.683000040E+04 -2.714843486E-04  2.915626676E+02  2.915626674E+02  9.997447235E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.617543762E-04  1.622841302E-04  9.682999911E+04 -1.117369680E-04  2.882924720E+02  2.882924719E+02  9.974349594E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.734978665E-04  3.625041614E-04  9.683000017E+04 -3.654392451E-05  2.868404033E+02  2.868404033E+02  9.980267929E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.598667568E-05  1.007033124E-04  9.682999996E+04  6.589993990E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116686940E-02  1.067854117E-02  9.682998811E+04 -1.423250606E-03  2.919999984E+02  2.919999980E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.283400437E-04  3.763016804E-05  9.683000111E+04 -2.939899653E-04  2.918741510E+02  2.918741508E+02  9.999989733E-01 
