nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.370919483E-05  2.572419408E-05  9.682999981E+04  9.762807244E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.026025792E-04  2.155109102E-04  9.682999815E+04 -2.059599204E-04  2.919999656E+02  2.919999654E+02  9.999950239E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.494974903E-04  4.278499317E-05  9.682999822E+04 -2.104404954E-04  2.918652185E+02  2.918652184E+02  9.992193710E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.917140932E-04  2.291270107E-04  9.682999961E+04 -1.826474473E-04  2.919999996E+02  2.919999995E+02  9.999998572E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.648838347E-05  1.185239446E-04  9.682999772E+04  6.165862869E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152446632E-03  1.813604176E-03  9.682999821E+04 -4.976261208E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.879619440E-04  8.245023394E-05  9.682999979E+04 -3.127302779E-04  2.919998194E+02  2.919998191E+02  9.999978419E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.296552853E-04  2.017033326E-04  9.682999867E+04 -2.456113278E-04  2.919999974E+02  2.919999972E+02  9.999999905E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.380323219E-04  3.876254655E-05  9.682999996E+04 -2.026630945E-04  2.919943615E+02  2.919943613E+02  9.999823462E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.011340582E-04  1.845924128E-04  9.682999978E+04 -2.327029999E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816695484E-03  1.776090394E-03  9.682999963E+04 -1.960924855E-04  2.919977818E+02  2.919977818E+02  9.999769240E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.657220681E-04  2.202117776E-05  9.682999883E+04 -2.448070677E-04  2.807655977E+02  2.807655975E+02  9.676077986E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.153633765E-04  5.544256079E-05  9.683000041E+04 -2.646301683E-04  2.910926573E+02  2.910926571E+02  9.973017860E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.757617406E-04  1.880480616E-04  9.682999909E+04 -1.013434288E-04  2.873203237E+02  2.873203237E+02  9.933506085E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.707706578E-04  3.609322935E-04  9.683000017E+04 -3.531055977E-05  2.868680812E+02  2.868680811E+02  9.980464405E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.613434925E-05  1.006425204E-04  9.682999996E+04  6.569682006E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116684883E-02  1.067692002E-02  9.682998811E+04 -1.424709240E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.303158612E-04  4.087323138E-05  9.683000111E+04 -2.929898448E-04  2.917510076E+02  2.917510073E+02  9.999990390E-01 
