nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.371023237E-05  2.572302683E-05  9.682999981E+04  9.760749404E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.026002399E-04  2.155087272E-04  9.682999815E+04 -2.059596666E-04  2.919999656E+02  2.919999655E+02  9.999950242E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.494928192E-04  4.278222072E-05  9.682999822E+04 -2.104383999E-04  2.918652353E+02  2.918652351E+02  9.992195388E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.917132540E-04  2.291268884E-04  9.682999961E+04 -1.826467691E-04  2.919999996E+02  2.919999995E+02  9.999998572E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.648937001E-05  1.185237588E-04  9.682999772E+04  6.165752359E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152449648E-03  1.813603737E-03  9.682999821E+04 -4.976295191E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.879575472E-04  8.244893363E-05  9.682999979E+04 -3.127271021E-04  2.919998195E+02  2.919998192E+02  9.999978455E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.296535324E-04  2.017023609E-04  9.682999867E+04 -2.456105078E-04  2.919999974E+02  2.919999972E+02  9.999999905E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.380320756E-04  3.876416492E-05  9.682999996E+04 -2.026613254E-04  2.919943630E+02  2.919943628E+02  9.999823583E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.011333557E-04  1.845924620E-04  9.682999978E+04 -2.327022821E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816696516E-03  1.776091434E-03  9.682999963E+04 -1.960925814E-04  2.919977818E+02  2.919977817E+02  9.999769246E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.657191197E-04  2.202006213E-05  9.682999883E+04 -2.448052227E-04  2.807658694E+02  2.807658692E+02  9.676123352E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.153580966E-04  5.544262931E-05  9.683000041E+04 -2.646247779E-04  2.910923703E+02  2.910923701E+02  9.973038529E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.757549497E-04  1.880426967E-04  9.682999909E+04 -1.013419131E-04  2.873208105E+02  2.873208104E+02  9.933526629E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.707698323E-04  3.609329009E-04  9.683000017E+04 -3.530918114E-05  2.868681016E+02  2.868681016E+02  9.980463720E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.613507172E-05  1.006419455E-04  9.682999996E+04  6.569548282E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116687051E-02  1.067692198E-02  9.682998811E+04 -1.424729200E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.303123837E-04  4.087341687E-05  9.683000111E+04 -2.929861980E-04  2.917510155E+02  2.917510153E+02  9.999990402E-01 
