nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.372398627E-05  2.571178313E-05  9.682999981E+04  9.736636422E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.025027083E-04  2.154934334E-04  9.682999815E+04 -2.058760115E-04  2.919999657E+02  2.919999656E+02  9.999950262E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.493781263E-04  4.275384202E-05  9.682999822E+04 -2.103495472E-04  2.918653925E+02  2.918653924E+02  9.992210014E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.916662438E-04  2.291255929E-04  9.682999961E+04 -1.826009284E-04  2.919999996E+02  2.919999995E+02  9.999998575E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.650367027E-05  1.185218934E-04  9.682999772E+04  6.164145326E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152529731E-03  1.813603211E-03  9.682999821E+04 -4.977100710E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.878264877E-04  8.243846129E-05  9.682999979E+04 -3.126055693E-04  2.919998204E+02  2.919998201E+02  9.999978701E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.295611489E-04  2.016960375E-04  9.682999867E+04 -2.455238228E-04  2.919999974E+02  2.919999972E+02  9.999999905E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.379577197E-04  3.877865853E-05  9.682999996E+04 -2.025736998E-04  2.919943770E+02  2.919943769E+02  9.999824661E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.010895721E-04  1.845933460E-04  9.682999978E+04 -2.326576025E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816744713E-03  1.776109054E-03  9.682999963E+04 -1.961247305E-04  2.919977814E+02  2.919977814E+02  9.999769307E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.655884241E-04  2.201457251E-05  9.682999883E+04 -2.446799782E-04  2.807683621E+02  2.807683619E+02  9.676514181E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.152350850E-04  5.545053367E-05  9.683000041E+04 -2.644943113E-04  2.910904472E+02  2.910904470E+02  9.973144489E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.756181419E-04  1.879942742E-04  9.682999909E+04 -1.012526803E-04  2.873252403E+02  2.873252402E+02  9.933703768E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.707193956E-04  3.609385565E-04  9.683000017E+04 -3.525369726E-05  2.868683415E+02  2.868683415E+02  9.980456323E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.614637089E-05  1.006361880E-04  9.682999996E+04  6.567893439E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116737775E-02  1.067688006E-02  9.682998811E+04 -1.425274617E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.301818989E-04  4.087080001E-05  9.683000111E+04 -2.928582000E-04  2.917510777E+02  2.917510774E+02  9.999990495E-01 
