nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.388391250E-05  2.598185868E-05  9.682999981E+04  9.823154306E-06  2.919999996E+02  2.919999996E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.010737911E-04  2.132869502E-04  9.682999816E+04 -2.064602875E-04  2.919997899E+02  2.919997898E+02  9.999859991E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.440636397E-04  4.041416328E-05  9.682999822E+04 -2.071718957E-04  2.918746020E+02  2.918746019E+02  9.992366897E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.918642099E-04  2.292947805E-04  9.682999961E+04 -1.826444785E-04  2.919999996E+02  2.919999995E+02  9.999998399E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.670571622E-05  1.185655543E-04  9.682999772E+04  6.147922212E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152401934E-03  1.813557307E-03  9.682999821E+04 -4.976241684E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.868486981E-04  8.230792331E-05  9.682999979E+04 -3.117470298E-04  2.919998361E+02  2.919998359E+02  9.999985928E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.292817341E-04  2.006595796E-04  9.682999867E+04 -2.461901761E-04  2.919999972E+02  2.919999970E+02  9.999999897E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.388234502E-04  3.988032679E-05  9.682999996E+04 -2.024343748E-04  2.919951102E+02  2.919951101E+02  9.999905895E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.008967561E-04  1.845158773E-04  9.682999978E+04 -2.325355660E-04  2.920000005E+02  2.920000003E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816763707E-03  1.775911745E-03  9.682999963E+04 -1.963239127E-04  2.919978275E+02  2.919978275E+02  9.999772984E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.650238237E-04  2.107198546E-05  9.682999883E+04 -2.450378752E-04  2.811164227E+02  2.811164225E+02  9.701710664E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.132929697E-04  5.811738447E-05  9.683000041E+04 -2.601027777E-04  2.910521071E+02  2.910521069E+02  9.979481636E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.691979671E-04  1.817514313E-04  9.682999910E+04 -1.008121001E-04  2.876575398E+02  2.876575397E+02  9.947831357E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.715590688E-04  3.615042204E-04  9.683000017E+04 -3.558487582E-05  2.868824399E+02  2.868824399E+02  9.980749264E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.640936214E-05  1.007704750E-04  9.682999996E+04  6.553851147E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116866463E-02  1.067887879E-02  9.682998811E+04 -1.424737736E-03  2.919999985E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.292617728E-04  4.118540420E-05  9.683000111E+04 -2.916520783E-04  2.917628838E+02  2.917628836E+02  9.999992832E-01 
