nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.381140372E-05  2.600413962E-05  9.682999981E+04  9.915957732E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.024047298E-04  2.139326306E-04  9.682999815E+04 -2.072021721E-04  2.919999298E+02  2.919999296E+02  9.999868550E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.454242288E-04  4.088370056E-05  9.682999822E+04 -2.081031284E-04  2.918682638E+02  2.918682636E+02  9.991211489E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.919776288E-04  2.292688920E-04  9.682999961E+04 -1.827815128E-04  2.919999997E+02  2.919999995E+02  9.999998467E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.660818421E-05  1.185605930E-04  9.682999772E+04  6.157222871E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152382838E-03  1.813618864E-03  9.682999821E+04 -4.975488488E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.864590753E-04  8.161910611E-05  9.682999979E+04 -3.119857390E-04  2.919998289E+02  2.919998287E+02  9.999984161E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.300955521E-04  2.010138982E-04  9.682999867E+04 -2.466806806E-04  2.919999974E+02  2.919999972E+02  9.999999898E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.390954914E-04  4.004339699E-05  9.682999996E+04 -2.025575759E-04  2.919950415E+02  2.919950413E+02  9.999874879E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.011368580E-04  1.845760725E-04  9.682999978E+04 -2.327207337E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817034013E-03  1.776047982E-03  9.682999963E+04 -1.964698972E-04  2.919978172E+02  2.919978171E+02  9.999771383E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.652828000E-04  2.207075349E-05  9.682999883E+04 -2.443276539E-04  2.808425172E+02  2.808425170E+02  9.680933618E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.137376114E-04  5.612706046E-05  9.683000041E+04 -2.623863826E-04  2.911409184E+02  2.911409182E+02  9.973538839E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.716715028E-04  1.844364865E-04  9.682999910E+04 -1.006361341E-04  2.873790579E+02  2.873790579E+02  9.931878713E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.711788988E-04  3.611321883E-04  9.683000017E+04 -3.554619571E-05  2.868787461E+02  2.868787461E+02  9.980645246E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.630543905E-05  1.007623836E-04  9.682999996E+04  6.563504192E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116638911E-02  1.067704363E-02  9.682998811E+04 -1.424136706E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.291590551E-04  4.034329584E-05  9.683000111E+04 -2.923159424E-04  2.917426457E+02  2.917426454E+02  9.999991798E-01 
