nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.376043697E-05  2.580917921E-05  9.682999981E+04  9.789167272E-06  2.919999997E+02  2.919999997E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.030680902E-04  2.162600884E-04  9.682999815E+04 -2.057417491E-04  2.919997394E+02  2.919997393E+02  9.999966582E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.455464626E-04  3.550150625E-05  9.682999822E+04 -2.131389083E-04  2.918719221E+02  2.918719219E+02  9.994824373E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.926495283E-04  2.299027880E-04  9.682999961E+04 -1.828750576E-04  2.919999996E+02  2.919999995E+02  9.999998302E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.649506636E-05  1.185541084E-04  9.682999772E+04  6.167941165E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.151812347E-03  1.813303895E-03  9.682999821E+04 -4.972657308E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.880473792E-04  8.215167088E-05  9.682999979E+04 -3.130882560E-04  2.919998405E+02  2.919998402E+02  9.999986453E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.314495636E-04  2.027629894E-04  9.682999867E+04 -2.464387671E-04  2.919999973E+02  2.919999971E+02  9.999999906E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.404656936E-04  4.056553365E-05  9.682999996E+04 -2.034514235E-04  2.919958515E+02  2.919958514E+02  9.999974854E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.012777521E-04  1.847618910E-04  9.682999978E+04 -2.326920360E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816276381E-03  1.775946691E-03  9.682999963E+04 -1.958048091E-04  2.919978393E+02  2.919978393E+02  9.999772944E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.625064676E-04  2.449944023E-05  9.682999884E+04 -2.393115010E-04  2.815254480E+02  2.815254478E+02  9.724640369E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.174349290E-04  5.453075176E-05  9.683000040E+04 -2.675550264E-04  2.912341209E+02  2.912341207E+02  9.992022966E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.660947690E-04  1.705897958E-04  9.682999910E+04 -1.082623330E-04  2.880423667E+02  2.880423666E+02  9.967246625E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.731706853E-04  3.626947492E-04  9.683000017E+04 -3.609779229E-05  2.868885482E+02  2.868885482E+02  9.980952507E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.617164663E-05  1.007076755E-04  9.682999996E+04  6.571893409E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116730552E-02  1.067862638E-02  9.682998811E+04 -1.423609056E-03  2.919999984E+02  2.919999980E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.292240277E-04  3.805031476E-05  9.683000111E+04 -2.944797207E-04  2.917820649E+02  2.917820647E+02  9.999995628E-01 
