nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.373765142E-05  2.569748875E-05  9.682999981E+04  9.709965834E-06  2.919999998E+02  2.919999998E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.027685564E-04  2.120526005E-04  9.682999815E+04 -2.092814636E-04  2.920000014E+02  2.920000013E+02  9.999999826E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.379572712E-04  2.299184975E-05  9.682999823E+04 -2.169723328E-04  2.919202897E+02  2.919202896E+02  9.997256483E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.920032479E-04  2.293337850E-04  9.682999961E+04 -1.827479396E-04  2.919999996E+02  2.919999995E+02  9.999998537E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.634056004E-05  1.185492333E-04  9.682999772E+04  6.182962683E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152457699E-03  1.814277080E-03  9.682999821E+04 -4.970231140E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.932877362E-04  8.682083709E-05  9.682999979E+04 -3.140682595E-04  2.919998427E+02  2.919998425E+02  9.999952437E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.326264126E-04  2.008492240E-04  9.682999867E+04 -2.493618658E-04  2.919999972E+02  2.919999970E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.495805979E-04  5.023572196E-05  9.682999995E+04 -2.037429820E-04  2.919992758E+02  2.919992756E+02  9.999999926E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.005149025E-04  1.844491582E-04  9.682999978E+04 -2.322145259E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817611496E-03  1.777338186E-03  9.682999963E+04 -1.958701301E-04  2.919978397E+02  2.919978397E+02  9.999766122E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.585237038E-04  2.708821449E-05  9.682999884E+04 -2.331928471E-04  2.849976659E+02  2.849976657E+02  9.952652532E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.163205003E-04  4.938854200E-05  9.683000041E+04 -2.712220876E-04  2.917698667E+02  2.917698664E+02  9.998928894E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.597600235E-04  1.609816490E-04  9.682999911E+04 -1.110997973E-04  2.885890429E+02  2.885890428E+02  9.977341711E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.724458658E-04  3.615539766E-04  9.683000017E+04 -3.636899736E-05  2.868354508E+02  2.868354507E+02  9.980043272E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.603522477E-05  1.007356899E-04  9.682999996E+04  6.588095692E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.117019989E-02  1.068102432E-02  9.682998811E+04 -1.424315347E-03  2.919999985E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.289199605E-04  3.824876410E-05  9.683000111E+04 -2.940108492E-04  2.919222732E+02  2.919222729E+02  9.999989311E-01 
