nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.369061295E-05  2.573740293E-05  9.682999981E+04  9.793462454E-06  2.919999997E+02  2.919999997E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.049312673E-04  2.136654547E-04  9.682999815E+04 -2.099724736E-04  2.919999761E+02  2.919999760E+02  9.999998985E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.425801489E-04  2.783004991E-05  9.682999822E+04 -2.171771522E-04  2.918937239E+02  2.918937238E+02  9.996176286E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.934136263E-04  2.298807321E-04  9.682999961E+04 -1.836592986E-04  2.919999996E+02  2.919999995E+02  9.999998369E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.626053754E-05  1.185473063E-04  9.682999772E+04  6.190784286E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.151269792E-03  1.813831160E-03  9.682999821E+04 -4.962421593E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.913032481E-04  8.367077467E-05  9.682999979E+04 -3.149579067E-04  2.919998679E+02  2.919998677E+02  9.999969520E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.341901719E-04  2.017745356E-04  9.682999866E+04 -2.500812857E-04  2.919999972E+02  2.919999970E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.466324203E-04  4.589192530E-05  9.682999996E+04 -2.047583151E-04  2.919983053E+02  2.919983051E+02  9.999998271E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.017377255E-04  1.847328990E-04  9.682999978E+04 -2.331785563E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816717471E-03  1.777118539E-03  9.682999963E+04 -1.951765559E-04  2.919978242E+02  2.919978242E+02  9.999767771E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.610868660E-04  2.663427376E-05  9.682999884E+04 -2.359984386E-04  2.829287558E+02  2.829287556E+02  9.861424125E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.185415548E-04  5.049914689E-05  9.683000040E+04 -2.723916680E-04  2.915168159E+02  2.915168157E+02  9.996971077E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.631687625E-04  1.628238801E-04  9.682999911E+04 -1.126273085E-04  2.882441073E+02  2.882441072E+02  9.973646233E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.741161882E-04  3.626459822E-04  9.683000017E+04 -3.703565846E-05  2.868447646E+02  2.868447646E+02  9.980344654E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.594883418E-05  1.006983722E-04  9.682999996E+04  6.593323570E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116263845E-02  1.067892985E-02  9.682998812E+04 -1.418664961E-03  2.919999984E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.295087132E-04  3.751211151E-05  9.683000111E+04 -2.952649571E-04  2.918620289E+02  2.918620287E+02  9.999990385E-01 
