nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.386383080E-05  2.600908502E-05  9.682999981E+04  9.868149571E-06  2.919999995E+02  2.919999996E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.018628105E-04  2.134882659E-04  9.682999816E+04 -2.070656772E-04  2.919999066E+02  2.919999065E+02  9.999861863E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.445057264E-04  4.062364210E-05  9.682999822E+04 -2.074221964E-04  2.918705511E+02  2.918705510E+02  9.991512777E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.918389842E-04  2.292953185E-04  9.682999961E+04 -1.826187734E-04  2.919999996E+02  2.919999995E+02  9.999998442E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.667119985E-05  1.185638113E-04  9.682999772E+04  6.151214209E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152606073E-03  1.813666446E-03  9.682999821E+04 -4.977286805E-04  2.920000012E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.861937569E-04  8.172188674E-05  9.682999979E+04 -3.116266994E-04  2.919998376E+02  2.919998374E+02  9.999985989E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.297473304E-04  2.007814222E-04  9.682999867E+04 -2.465446472E-04  2.919999973E+02  2.919999971E+02  9.999999897E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.388980327E-04  4.008845478E-05  9.682999996E+04 -2.023190340E-04  2.919951307E+02  2.919951305E+02  9.999885154E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.009475292E-04  1.845716350E-04  9.682999978E+04 -2.325353547E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817115685E-03  1.776077017E-03  9.682999963E+04 -1.965250573E-04  2.919978212E+02  2.919978212E+02  9.999771876E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.649669967E-04  2.164402366E-05  9.682999883E+04 -2.444251900E-04  2.809504163E+02  2.809504161E+02  9.692709729E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.131710921E-04  5.657647395E-05  9.683000041E+04 -2.614045738E-04  2.911204727E+02  2.911204725E+02  9.975451464E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.705143274E-04  1.836552881E-04  9.682999910E+04 -1.002447346E-04  2.874510716E+02  2.874510716E+02  9.936347268E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.711636017E-04  3.612488197E-04  9.683000017E+04 -3.542276970E-05  2.868789755E+02  2.868789755E+02  9.980661164E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.637137829E-05  1.007692653E-04  9.682999996E+04  6.557551714E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116759817E-02  1.067698890E-02  9.682998811E+04 -1.425395778E-03  2.919999984E+02  2.919999980E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.288602235E-04  4.064534116E-05  9.683000111E+04 -2.917420912E-04  2.917494958E+02  2.917494956E+02  9.999992308E-01 
