nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.373941352E-05  2.586191552E-05  9.682999981E+04  9.858207631E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.012466088E-04  2.155382979E-04  9.682999816E+04 -2.045790487E-04  2.919999654E+02  2.919999653E+02  9.999933053E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.471611843E-04  4.223124368E-05  9.682999822E+04 -2.086096278E-04  2.918650991E+02  2.918650990E+02  9.991666683E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.908836819E-04  2.291402383E-04  9.682999961E+04 -1.818050038E-04  2.919999997E+02  2.919999995E+02  9.999998550E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.653551081E-05  1.185412758E-04  9.682999772E+04  6.162733189E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152710530E-03  1.813624828E-03  9.682999821E+04 -4.978710797E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.859087543E-04  8.226648153E-05  9.682999979E+04 -3.108447828E-04  2.919997972E+02  2.919997969E+02  9.999973980E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.282989302E-04  2.017440224E-04  9.682999867E+04 -2.442178625E-04  2.919999974E+02  2.919999972E+02  9.999999903E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.368819173E-04  3.917487640E-05  9.682999997E+04 -2.011363749E-04  2.919945372E+02  2.919945370E+02  9.999830532E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.002917337E-04  1.845889795E-04  9.682999978E+04 -2.318637436E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816832643E-03  1.776027079E-03  9.682999963E+04 -1.962875329E-04  2.919977931E+02  2.919977931E+02  9.999769513E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.636588785E-04  2.249688650E-05  9.682999883E+04 -2.422873333E-04  2.807009972E+02  2.807009970E+02  9.664333560E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.137179367E-04  5.559985939E-05  9.683000041E+04 -2.628501818E-04  2.911488712E+02  2.911488710E+02  9.970711430E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.738420821E-04  1.878110789E-04  9.682999909E+04 -9.962096115E-05  2.872830183E+02  2.872830182E+02  9.930509864E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.698543203E-04  3.608770540E-04  9.683000017E+04 -3.445064202E-05  2.868721156E+02  2.868721156E+02  9.980549523E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.620376026E-05  1.006985095E-04  9.682999996E+04  6.567845964E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.117084363E-02  1.067669633E-02  9.682998811E+04 -1.428908112E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.281797955E-04  4.036593317E-05  9.683000111E+04 -2.913161231E-04  2.917427599E+02  2.917427597E+02  9.999989287E-01 
