nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.382300624E-05  2.600679928E-05  9.682999981E+04  9.906798343E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.022720887E-04  2.137987450E-04  9.682999815E+04 -2.071916831E-04  2.919999247E+02  2.919999246E+02  9.999866183E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.451804678E-04  4.080465342E-05  9.682999822E+04 -2.079314454E-04  2.918688439E+02  2.918688437E+02  9.991279852E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.919664711E-04  2.292809042E-04  9.682999961E+04 -1.827594471E-04  2.919999997E+02  2.919999995E+02  9.999998460E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.662078130E-05  1.185613130E-04  9.682999772E+04  6.156026104E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152381709E-03  1.813627258E-03  9.682999821E+04 -4.975400553E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.864106107E-04  8.162966575E-05  9.682999979E+04 -3.119277612E-04  2.919998318E+02  2.919998315E+02  9.999984769E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.300174790E-04  2.009454611E-04  9.682999867E+04 -2.466650681E-04  2.919999974E+02  2.919999972E+02  9.999999898E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.390734873E-04  4.006432883E-05  9.682999996E+04 -2.025163951E-04  2.919950704E+02  2.919950703E+02  9.999877725E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.011093896E-04  1.845740052E-04  9.682999978E+04 -2.326951797E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817014596E-03  1.776037640E-03  9.682999963E+04 -1.964599099E-04  2.919978180E+02  2.919978179E+02  9.999771471E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.652440598E-04  2.195619079E-05  9.682999883E+04 -2.443999431E-04  2.808716226E+02  2.808716224E+02  9.684301931E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.135715936E-04  5.622401904E-05  9.683000041E+04 -2.621307407E-04  2.911364861E+02  2.911364859E+02  9.974033707E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.713646684E-04  1.842159854E-04  9.682999910E+04 -1.005435121E-04  2.873958676E+02  2.873958676E+02  9.932911374E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.711999517E-04  3.611632544E-04  9.683000017E+04 -3.553828708E-05  2.868787610E+02  2.868787610E+02  9.980649630E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.632014145E-05  1.007644420E-04  9.682999996E+04  6.562234030E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116642401E-02  1.067707808E-02  9.682998811E+04 -1.424140177E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.291148339E-04  4.041758186E-05  9.683000111E+04 -2.922040847E-04  2.917443788E+02  2.917443786E+02  9.999991956E-01 
