nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.386546905E-05  2.592955667E-05  9.682999981E+04  9.793885036E-06  2.919999996E+02  2.919999996E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.007743460E-04  2.141602193E-04  9.682999816E+04 -2.053638677E-04  2.919995730E+02  2.919995728E+02  9.999867337E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.446896908E-04  4.015838051E-05  9.682999822E+04 -2.080314887E-04  2.918749278E+02  2.918749276E+02  9.993140450E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.919309956E-04  2.293714953E-04  9.682999961E+04 -1.826413421E-04  2.919999996E+02  2.919999995E+02  9.999998366E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.669609575E-05  1.185635453E-04  9.682999772E+04  6.148706984E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152280129E-03  1.813433169E-03  9.682999821E+04 -4.976156841E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.876455210E-04  8.282109518E-05  9.682999979E+04 -3.120754467E-04  2.919998132E+02  2.919998130E+02  9.999982939E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.291238197E-04  2.011545646E-04  9.682999867E+04 -2.455805790E-04  2.919999972E+02  2.919999970E+02  9.999999899E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.386688273E-04  3.945949350E-05  9.682999996E+04 -2.026635967E-04  2.919949210E+02  2.919949208E+02  9.999925733E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.008937934E-04  1.845247646E-04  9.682999978E+04 -2.325243940E-04  2.920000005E+02  2.920000003E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816530898E-03  1.775836544E-03  9.682999963E+04 -1.961598037E-04  2.919978333E+02  2.919978332E+02  9.999773892E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.645875027E-04  2.144638572E-05  9.682999883E+04 -2.442543154E-04  2.811991364E+02  2.811991362E+02  9.699775036E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.145511901E-04  5.886886634E-05  9.683000041E+04 -2.606666215E-04  2.910255747E+02  2.910255745E+02  9.983180086E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.683018892E-04  1.789818395E-04  9.682999910E+04 -1.025854230E-04  2.878380929E+02  2.878380929E+02  9.956600317E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.720129429E-04  3.618753958E-04  9.683000017E+04 -3.570356164E-05  2.868906956E+02  2.868906955E+02  9.980889677E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.639361856E-05  1.007581288E-04  9.682999996E+04  6.554293508E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116833403E-02  1.067853775E-02  9.682998811E+04 -1.424718320E-03  2.919999985E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.296636394E-04  4.101189765E-05  9.683000111E+04 -2.922136448E-04  2.917720259E+02  2.917720257E+02  9.999993594E-01 
