nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.370129339E-05  2.571404599E-05  9.682999981E+04  9.761470051E-06  2.919999997E+02  2.919999998E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.040950230E-04  2.126061693E-04  9.682999815E+04 -2.101028200E-04  2.919999958E+02  2.919999957E+02  9.999999725E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.402132474E-04  2.500671518E-05  9.682999823E+04 -2.173885496E-04  2.919086974E+02  2.919086973E+02  9.996744137E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.928809950E-04  2.295996696E-04  9.682999961E+04 -1.833831029E-04  2.919999996E+02  2.919999995E+02  9.999998458E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.626360431E-05  1.185487241E-04  9.682999772E+04  6.190607078E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.151830372E-03  1.814136269E-03  9.682999821E+04 -4.965243425E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.927082119E-04  8.534860395E-05  9.682999979E+04 -3.148319658E-04  2.919998548E+02  2.919998545E+02  9.999958910E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.337203419E-04  2.011878260E-04  9.682999866E+04 -2.501467716E-04  2.919999972E+02  2.919999970E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.486469786E-04  4.839559848E-05  9.682999995E+04 -2.044883208E-04  2.919989413E+02  2.919989411E+02  9.999999759E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.012647567E-04  1.845814222E-04  9.682999978E+04 -2.328437405E-04  2.920000005E+02  2.920000003E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817422421E-03  1.777469966E-03  9.682999963E+04 -1.955609221E-04  2.919978321E+02  2.919978321E+02  9.999766788E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.599366853E-04  2.714850504E-05  9.682999884E+04 -2.344668326E-04  2.840768669E+02  2.840768667E+02  9.925718819E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.176644516E-04  4.972208826E-05  9.683000040E+04 -2.722460335E-04  2.916635899E+02  2.916635897E+02  9.998279153E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.614777471E-04  1.614741927E-04  9.682999911E+04 -1.122746910E-04  2.884191731E+02  2.884191730E+02  9.975777795E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.734969646E-04  3.620837289E-04  9.683000017E+04 -3.692683466E-05  2.868346587E+02  2.868346587E+02  9.980133446E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.595862821E-05  1.007167367E-04  9.682999996E+04  6.594026706E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116587729E-02  1.067961813E-02  9.682998811E+04 -1.421275730E-03  2.919999985E+02  2.919999981E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.294226511E-04  3.791788057E-05  9.683000111E+04 -2.948127690E-04  2.918985788E+02  2.918985786E+02  9.999988938E-01 
