nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.383080308E-05  2.600778211E-05  9.682999981E+04  9.900002728E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.022440492E-04  2.137329794E-04  9.682999815E+04 -2.072236055E-04  2.919999218E+02  2.919999216E+02  9.999865132E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.450801008E-04  4.076568370E-05  9.682999822E+04 -2.078667509E-04  2.918691589E+02  2.918691587E+02  9.991319417E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.919667331E-04  2.292863600E-04  9.682999961E+04 -1.827546969E-04  2.919999996E+02  2.919999995E+02  9.999998457E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.663025804E-05  1.185616532E-04  9.682999772E+04  6.155121769E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152472798E-03  1.813632466E-03  9.682999821E+04 -4.976264843E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.863949443E-04  8.164041086E-05  9.682999979E+04 -3.119021737E-04  2.919998331E+02  2.919998329E+02  9.999985051E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.300173092E-04  2.009113692E-04  9.682999867E+04 -2.466960348E-04  2.919999974E+02  2.919999972E+02  9.999999898E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.390813394E-04  4.007262140E-05  9.682999996E+04 -2.025167318E-04  2.919950841E+02  2.919950840E+02  9.999879171E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.011015898E-04  1.845735604E-04  9.682999978E+04 -2.326876929E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817076186E-03  1.776040541E-03  9.682999963E+04 -1.965187869E-04  2.919978184E+02  2.919978184E+02  9.999771530E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.652227939E-04  2.189604282E-05  9.682999883E+04 -2.444369267E-04  2.808867995E+02  2.808867993E+02  9.686004725E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.135327844E-04  5.628090114E-05  9.683000041E+04 -2.620394542E-04  2.911338539E+02  2.911338537E+02  9.974297169E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.712308031E-04  1.841054505E-04  9.682999910E+04 -1.005174961E-04  2.874053213E+02  2.874053212E+02  9.933501666E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.712181755E-04  3.611802157E-04  9.683000017E+04 -3.554098267E-05  2.868788245E+02  2.868788245E+02  9.980652377E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.632978698E-05  1.007655053E-04  9.682999996E+04  6.561357711E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116691690E-02  1.067701959E-02  9.682998811E+04 -1.424686428E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.290939035E-04  4.045875311E-05  9.683000111E+04 -2.921456833E-04  2.917453211E+02  2.917453209E+02  9.999992031E-01 
