nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.367749927E-05  2.567292085E-05  9.682999981E+04  9.747642120E-06  2.919999998E+02  2.919999998E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.033529819E-04  2.115681883E-04  9.682999815E+04 -2.103078551E-04  2.920000025E+02  2.920000023E+02  9.999999850E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.371647347E-04  1.986917577E-05  9.682999823E+04 -2.190310452E-04  2.919400425E+02  2.919400423E+02  9.998186122E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.916054861E-04  2.288582267E-04  9.682999961E+04 -1.827841317E-04  2.919999996E+02  2.919999995E+02  9.999998679E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.635425642E-05  1.185494751E-04  9.682999772E+04  6.181609428E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152522304E-03  1.814355393E-03  9.682999821E+04 -4.970163371E-04  2.920000013E+02  2.920000010E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.974892778E-04  8.944403319E-05  9.682999978E+04 -3.158761524E-04  2.919998413E+02  2.919998410E+02  9.999950622E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.334539804E-04  2.004993508E-04  9.682999866E+04 -2.505085672E-04  2.919999973E+02  2.919999971E+02  9.999999907E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.536562210E-04  5.317972951E-05  9.682999995E+04 -2.051324397E-04  2.919996453E+02  2.919996451E+02  1.000000000E+00 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.003882018E-04  1.842630508E-04  9.682999978E+04 -2.322576767E-04  2.920000005E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817329184E-03  1.776739748E-03  9.682999963E+04 -1.961340037E-04  2.919978474E+02  2.919978474E+02  9.999764239E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.595509480E-04  2.654227912E-05  9.682999884E+04 -2.348635342E-04  2.865073277E+02  2.865073275E+02  9.974326004E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.169372246E-04  4.923449403E-05  9.683000040E+04 -2.719998262E-04  2.919089315E+02  2.919089312E+02  9.999577311E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.594554624E-04  1.605045803E-04  9.682999911E+04 -1.114038325E-04  2.889156751E+02  2.889156751E+02  9.980462059E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.717104707E-04  3.607434344E-04  9.683000017E+04 -3.641279106E-05  2.868576225E+02  2.868576225E+02  9.980047086E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.606840588E-05  1.007743806E-04  9.682999996E+04  6.588302522E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116945437E-02  1.068036081E-02  9.682998811E+04 -1.424175240E-03  2.919999984E+02  2.919999980E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.316673344E-04  3.870448803E-05  9.683000111E+04 -2.963459961E-04  2.919539037E+02  2.919539035E+02  9.999992547E-01 
