nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.372006326E-05  2.571459652E-05  9.682999981E+04  9.743170830E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.025378237E-04  2.154962533E-04  9.682999815E+04 -2.059085268E-04  2.919999657E+02  2.919999656E+02  9.999950257E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.494164359E-04  4.276089601E-05  9.682999822E+04 -2.103814164E-04  2.918653547E+02  2.918653545E+02  9.992206632E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.916836349E-04  2.291259636E-04  9.682999961E+04 -1.826180457E-04  2.919999996E+02  2.919999995E+02  9.999998574E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.649943167E-05  1.185223715E-04  9.682999772E+04  6.164618258E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152503595E-03  1.813602099E-03  9.682999821E+04 -4.976849667E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.878719459E-04  8.244056607E-05  9.682999979E+04 -3.126490633E-04  2.919998202E+02  2.919998200E+02  9.999978656E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.295950891E-04  2.016971118E-04  9.682999867E+04 -2.455567963E-04  2.919999974E+02  2.919999972E+02  9.999999905E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.379867562E-04  3.877541622E-05  9.682999996E+04 -2.026057736E-04  2.919943737E+02  2.919943735E+02  9.999824413E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.011058403E-04  1.845930282E-04  9.682999978E+04 -2.326742206E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816727468E-03  1.776103234E-03  9.682999963E+04 -1.961127271E-04  2.919977815E+02  2.919977814E+02  9.999769292E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.656359347E-04  2.201519706E-05  9.682999883E+04 -2.447267811E-04  2.807677552E+02  2.807677550E+02  9.676423538E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.152758451E-04  5.544730390E-05  9.683000041E+04 -2.645380119E-04  2.910907833E+02  2.910907831E+02  9.973135762E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.756621922E-04  1.880054678E-04  9.682999909E+04 -1.012856486E-04  2.873241887E+02  2.873241887E+02  9.933663943E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.707382198E-04  3.609372113E-04  9.683000017E+04 -3.527378020E-05  2.868682737E+02  2.868682737E+02  9.980458298E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.614298146E-05  1.006376668E-04  9.682999996E+04  6.568370704E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116722612E-02  1.067689803E-02  9.682998811E+04 -1.425106608E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.302285308E-04  4.087197183E-05  9.683000111E+04 -2.929037044E-04  2.917510622E+02  2.917510620E+02  9.999990476E-01 
