nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.375638462E-05  2.597223780E-05  9.682999981E+04  9.941941592E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.025731378E-04  2.146778834E-04  9.682999815E+04 -2.066905826E-04  2.919999484E+02  2.919999482E+02  9.999888326E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.464993796E-04  4.133892129E-05  9.682999822E+04 -2.087624921E-04  2.918661620E+02  2.918661618E+02  9.991088050E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.917943737E-04  2.292043702E-04  9.682999961E+04 -1.826571654E-04  2.919999997E+02  2.919999995E+02  9.999998504E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.654041031E-05  1.185550580E-04  9.682999772E+04  6.163496729E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152238877E-03  1.813598815E-03  9.682999821E+04 -4.974232513E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.866363964E-04  8.175604689E-05  9.682999979E+04 -3.120381838E-04  2.919998108E+02  2.919998106E+02  9.999979816E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.299705210E-04  2.013700040E-04  9.682999867E+04 -2.462307432E-04  2.919999974E+02  2.919999972E+02  9.999999899E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.387943904E-04  3.983052313E-05  9.682999996E+04 -2.024507981E-04  2.919948615E+02  2.919948613E+02  9.999858909E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.010527248E-04  1.845806978E-04  9.682999978E+04 -2.326323110E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816896229E-03  1.776047560E-03  9.682999963E+04 -1.963324783E-04  2.919978101E+02  2.919978101E+02  9.999770769E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.651735956E-04  2.253131289E-05  9.682999883E+04 -2.437710868E-04  2.807170954E+02  2.807170952E+02  9.664378385E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.143044488E-04  5.585974266E-05  9.683000041E+04 -2.631999708E-04  2.911522587E+02  2.911522585E+02  9.971439713E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.730824648E-04  1.857856836E-04  9.682999910E+04 -1.007600085E-04  2.873172277E+02  2.873172277E+02  9.929075751E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.708646928E-04  3.609815344E-04  9.683000017E+04 -3.537158246E-05  2.868784792E+02  2.868784792E+02  9.980629390E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.623059537E-05  1.007442885E-04  9.682999996E+04  6.569337317E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116598830E-02  1.067681729E-02  9.682998811E+04 -1.423942453E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.292206269E-04  4.011428693E-05  9.683000111E+04 -2.925860183E-04  2.917369853E+02  2.917369851E+02  9.999990765E-01 
