nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature      phase-1-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.370013434E-05  2.589627319E-05  9.682999981E+04  9.928929824E-06  2.919999995E+02  2.919999995E+02  9.999999981E-01 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.026467370E-04  2.153689922E-04  9.682999815E+04 -2.061335849E-04  2.919999627E+02  2.919999626E+02  9.999921698E-01 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.479074720E-04  4.197085888E-05  9.682999822E+04 -2.095935103E-04  2.918653409E+02  2.918653407E+02  9.991464585E-01 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.916263290E-04  2.291509831E-04  9.682999961E+04 -1.825378247E-04  2.919999997E+02  2.919999995E+02  9.999998540E-01 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.648053219E-05  1.185453110E-04  9.682999772E+04  6.168597460E-05  2.919999933E+02  2.919999933E+02  9.999999769E-01 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.152436510E-03  1.813609712E-03  9.682999821E+04 -4.976109626E-04  2.920000012E+02  2.920000009E+02  1.000000004E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.871450089E-04  8.213452513E-05  9.682999979E+04 -3.122014263E-04  2.919997968E+02  2.919997965E+02  9.999974699E-01 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.297598036E-04  2.016723544E-04  9.682999867E+04 -2.457442059E-04  2.919999974E+02  2.919999972E+02  9.999999902E-01 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.383223592E-04  3.937423297E-05  9.682999996E+04 -2.023950138E-04  2.919946294E+02  2.919946293E+02  9.999838058E-01 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.009886605E-04  1.845866434E-04  9.682999978E+04 -2.325628259E-04  2.920000006E+02  2.920000004E+02  1.000000002E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816876046E-03  1.776028431E-03  9.682999963E+04 -1.963296682E-04  2.919977978E+02  2.919977977E+02  9.999769820E-01 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.650962889E-04  2.258658727E-05  9.682999883E+04 -2.436385199E-04  2.806863777E+02  2.806863775E+02  9.661348127E-01 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.149329003E-04  5.568612217E-05  9.683000041E+04 -2.639870406E-04  2.911526321E+02  2.911526319E+02  9.970549692E-01 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.746527302E-04  1.874034704E-04  9.682999909E+04 -1.008113028E-04  2.872856950E+02  2.872856949E+02  9.929785199E-01 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.706254125E-04  3.608873438E-04  9.683000017E+04 -3.521464771E-05  2.868742502E+02  2.868742502E+02  9.980576165E-01 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.615735372E-05  1.007118420E-04  9.682999996E+04  6.573703482E-05  2.920000000E+02  2.920000000E+02  9.999999999E-01 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.116694778E-02  1.067648601E-02  9.682998811E+04 -1.425204175E-03  2.919999983E+02  2.919999979E+02  9.999999925E-01 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.295113928E-04  4.023921366E-05  9.683000111E+04 -2.927631603E-04  2.917399208E+02  2.917399206E+02  9.999989504E-01 
