nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.351844388E-05  2.574148164E-05  9.682999981E+04  9.969367290E-06  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.073652588E-04  2.155434769E-04  9.682999815E+04 -2.106928151E-04  2.919999652E+02  2.919999650E+02  1.224999982E+00  9.999947191E-01  1.224999982E+00  5.265956423E-06 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.541572503E-04  4.280212767E-05  9.682999821E+04 -2.150844271E-04  2.918646366E+02  2.918646364E+02  1.224999981E+00  9.992105829E-01  1.224999981E+00  7.894013110E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.943706641E-04  2.291154360E-04  9.682999961E+04 -1.853145868E-04  2.920000009E+02  2.920000008E+02  1.225000000E+00  9.999998565E-01  1.225000000E+00  1.434883148E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.617501199E-05  1.185278606E-04  9.682999772E+04  6.197553329E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148726489E-03  1.813609898E-03  9.682999821E+04 -4.939007063E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.938914068E-04  8.245489588E-05  9.682999979E+04 -3.186554608E-04  2.919998131E+02  2.919998129E+02  1.225000002E+00  9.999977800E-01  1.225000002E+00  2.221886681E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.343757315E-04  2.017188893E-04  9.682999866E+04 -2.503176079E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999904E-01  1.224999989E+00  2.590193516E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.425909613E-04  3.874894443E-05  9.682999996E+04 -2.072340788E-04  2.919943429E+02  2.919943427E+02  1.225000003E+00  9.999825563E-01  1.225000003E+00  1.744580051E-05 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036260732E-04  1.845844972E-04  9.682999978E+04 -2.352022853E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815192731E-03  1.776074331E-03  9.682999963E+04 -1.946053176E-04  2.919979865E+02  2.919979864E+02  1.225000018E+00  9.999769149E-01  1.225000018E+00  2.310003162E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.720223424E-04  2.204310425E-05  9.682999883E+04 -2.510574083E-04  2.803826028E+02  2.803826026E+02  1.224999989E+00  9.675167014E-01  1.224999989E+00  3.248328924E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.202227803E-04  5.545535510E-05  9.683000040E+04 -2.694767850E-04  2.910856350E+02  2.910856347E+02  1.225000009E+00  9.971286318E-01  1.225000009E+00  2.871375657E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.805595208E-04  1.880794206E-04  9.682999909E+04 -1.060945620E-04  2.872915953E+02  2.872915952E+02  1.224999992E+00  9.932944559E-01  1.224999992E+00  6.705537577E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.736260748E-04  3.609025969E-04  9.683000017E+04 -3.819777977E-05  2.868714532E+02  2.868714532E+02  1.225000007E+00  9.980481376E-01  1.225000007E+00  1.951868024E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.587715943E-05  1.006518840E-04  9.682999996E+04  6.596258914E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113881754E-02  1.067783156E-02  9.682998814E+04 -1.395846167E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.239163968E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.366085189E-04  4.085273135E-05  9.683000111E+04 -2.993005129E-04  2.917449739E+02  2.917449737E+02  1.225000018E+00  9.999990113E-01  1.225000018E+00  1.003647074E-06 
