nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.368580963E-05  2.586465691E-05  9.682999981E+04  9.914308297E-06  2.919999996E+02  2.919999996E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.060094964E-04  2.154957453E-04  9.682999815E+04 -2.093803839E-04  2.919993806E+02  2.919993805E+02  1.224999982E+00  9.999924568E-01  1.224999982E+00  7.528330492E-06 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.502898174E-04  3.939980101E-05  9.682999822E+04 -2.143234347E-04  2.918701243E+02  2.918701241E+02  1.224999981E+00  9.994123867E-01  1.224999981E+00  5.875975166E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.949865884E-04  2.296990101E-04  9.682999961E+04 -1.853980108E-04  2.920000012E+02  2.920000011E+02  1.225000000E+00  9.999998159E-01  1.225000000E+00  1.841471062E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.630785093E-05  1.185620967E-04  9.682999772E+04  6.187394746E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148367349E-03  1.813332924E-03  9.682999821E+04 -4.937943362E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.942257347E-04  8.288482916E-05  9.682999979E+04 -3.185975808E-04  2.919997769E+02  2.919997766E+02  1.225000002E+00  9.999985861E-01  1.225000002E+00  1.415808684E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.342986591E-04  2.019769837E-04  9.682999866E+04 -2.500050570E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999904E-01  1.224999989E+00  2.629280942E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.432092208E-04  3.913046179E-05  9.682999996E+04 -2.075042800E-04  2.919946962E+02  2.919946961E+02  1.225000003E+00  9.999956507E-01  1.225000003E+00  4.351382905E-06 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.035253051E-04  1.845856942E-04  9.682999978E+04 -2.351002903E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815027542E-03  1.775873622E-03  9.682999963E+04 -1.946236712E-04  2.919980516E+02  2.919980516E+02  1.225000018E+00  9.999774467E-01  1.225000018E+00  2.256822154E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.701131812E-04  2.266831612E-05  9.682999883E+04 -2.486070132E-04  2.809786350E+02  2.809786348E+02  1.224999989E+00  9.720042321E-01  1.224999989E+00  2.799575863E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.208381628E-04  5.791915901E-05  9.683000040E+04 -2.678243994E-04  2.910389019E+02  2.910389017E+02  1.225000009E+00  9.989168202E-01  1.225000009E+00  1.083187228E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.724890999E-04  1.760765875E-04  9.682999910E+04 -1.094692657E-04  2.878497727E+02  2.878497727E+02  1.224999992E+00  9.962738009E-01  1.224999992E+00  3.726192604E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.755746326E-04  3.623032226E-04  9.683000017E+04 -3.886020979E-05  2.868836556E+02  2.868836556E+02  1.225000007E+00  9.980992451E-01  1.225000007E+00  1.900760463E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.604969357E-05  1.007308552E-04  9.682999996E+04  6.586210111E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113840816E-02  1.067751018E-02  9.682998814E+04 -1.395730139E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  4.553495541E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.363324841E-04  3.996449588E-05  9.683000111E+04 -2.998386609E-04  2.917693822E+02  2.917693819E+02  1.225000018E+00  9.999995733E-01  1.225000018E+00  4.415654912E-07 
