nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.359369428E-05  2.598920819E-05  9.682999981E+04  1.012019656E-05  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.073837631E-04  2.147744587E-04  9.682999815E+04 -2.114131514E-04  2.919999565E+02  2.919999563E+02  1.224999982E+00  9.999880823E-01  1.224999982E+00  1.190280468E-05 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.516100489E-04  4.151607147E-05  9.682999822E+04 -2.137112798E-04  2.918650270E+02  2.918650268E+02  1.224999981E+00  9.991326696E-01  1.224999981E+00  8.673146105E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.945225628E-04  2.292017258E-04  9.682999961E+04 -1.853877684E-04  2.920000010E+02  2.920000009E+02  1.225000000E+00  9.999998478E-01  1.225000000E+00  1.522235319E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.624810031E-05  1.185578442E-04  9.682999772E+04  6.192976644E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148692388E-03  1.813603339E-03  9.682999821E+04 -4.938725660E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.927286216E-04  8.180180225E-05  9.682999979E+04 -3.180886475E-04  2.919998052E+02  2.919998050E+02  1.225000002E+00  9.999981556E-01  1.225000002E+00  1.846213649E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.347141746E-04  2.014098327E-04  9.682999866E+04 -2.509380400E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999900E-01  1.224999989E+00  7.277484097E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.433167862E-04  3.968425228E-05  9.682999996E+04 -2.071066234E-04  2.919947452E+02  2.919947450E+02  1.225000003E+00  9.999881119E-01  1.225000003E+00  1.189020630E-05 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036163828E-04  1.845741699E-04  9.682999978E+04 -2.352019245E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815483709E-03  1.776031036E-03  9.682999963E+04 -1.949359549E-04  2.919980147E+02  2.919980147E+02  1.225000018E+00  9.999770820E-01  1.225000018E+00  2.293292718E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.715896117E-04  2.247944685E-05  9.682999883E+04 -2.502060364E-04  2.803281382E+02  2.803281380E+02  1.224999989E+00  9.668172882E-01  1.224999989E+00  3.318270251E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.193415767E-04  5.581961014E-05  9.683000040E+04 -2.682724777E-04  2.911446122E+02  2.911446120E+02  1.225000009E+00  9.977011830E-01  1.225000009E+00  2.298824412E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.782987249E-04  1.861280350E-04  9.682999909E+04 -1.056348191E-04  2.872776161E+02  2.872776161E+02  1.224999992E+00  9.928667881E-01  1.224999992E+00  7.133205415E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.737747347E-04  3.609539231E-04  9.683000017E+04 -3.830832109E-05  2.868792890E+02  2.868792890E+02  1.225000007E+00  9.980609298E-01  1.225000007E+00  1.939075762E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.599319642E-05  1.007503868E-04  9.682999996E+04  6.593631930E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113865262E-02  1.067766778E-02  9.682998814E+04 -1.395830760E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.571156182E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.356760532E-04  4.017399847E-05  9.683000111E+04 -2.989862565E-04  2.917313567E+02  2.917313564E+02  1.225000018E+00  9.999991740E-01  1.225000018E+00  8.409367792E-07 
