nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.361135672E-05  2.600150983E-05  9.682999981E+04  1.011366575E-05  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.073166610E-04  2.145997717E-04  9.682999815E+04 -2.115053497E-04  2.919999539E+02  2.919999538E+02  1.224999982E+00  9.999878856E-01  1.224999982E+00  1.209954328E-05 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.513081119E-04  4.141092396E-05  9.682999822E+04 -2.135053180E-04  2.918652331E+02  2.918652329E+02  1.224999981E+00  9.991349461E-01  1.224999981E+00  8.650380570E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.945559886E-04  2.292189152E-04  9.682999961E+04 -1.854054226E-04  2.920000010E+02  2.920000009E+02  1.225000000E+00  9.999998465E-01  1.225000000E+00  1.534665337E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.626541678E-05  1.185595796E-04  9.682999772E+04  6.191400418E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148695854E-03  1.813601432E-03  9.682999821E+04 -4.938778610E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.926116722E-04  8.174016912E-05  9.682999979E+04 -3.180280281E-04  2.919998096E+02  2.919998093E+02  1.225000002E+00  9.999982772E-01  1.225000002E+00  1.724707540E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.347156588E-04  2.013300333E-04  9.682999866E+04 -2.510123745E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999900E-01  1.224999989E+00  7.355661555E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.433763882E-04  3.976552157E-05  9.682999996E+04 -2.070919318E-04  2.919947876E+02  2.919947874E+02  1.225000003E+00  9.999885537E-01  1.225000003E+00  1.144841044E-05 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036233851E-04  1.845732467E-04  9.682999978E+04 -2.352097600E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815513094E-03  1.776041631E-03  9.682999963E+04 -1.949557055E-04  2.919980168E+02  2.919980168E+02  1.225000018E+00  9.999771020E-01  1.225000018E+00  2.291293211E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.715837807E-04  2.240304805E-05  9.682999883E+04 -2.502743019E-04  2.803454018E+02  2.803454016E+02  1.224999989E+00  9.671646661E-01  1.224999989E+00  3.283532460E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.191550219E-04  5.584828123E-05  9.683000040E+04 -2.680593052E-04  2.911420935E+02  2.911420933E+02  1.225000009E+00  9.977856838E-01  1.225000009E+00  2.214323653E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.779297408E-04  1.857874555E-04  9.682999909E+04 -1.055865842E-04  2.872859518E+02  2.872859517E+02  1.224999992E+00  9.929235945E-01  1.224999992E+00  7.076398982E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.738297105E-04  3.609834261E-04  9.683000017E+04 -3.833609473E-05  2.868793082E+02  2.868793082E+02  1.225000007E+00  9.980612548E-01  1.225000007E+00  1.938750783E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.601335329E-05  1.007560901E-04  9.682999996E+04  6.592128827E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113873664E-02  1.067774362E-02  9.682998814E+04 -1.395845564E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.620146743E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.355983242E-04  4.020044109E-05  9.683000111E+04 -2.988843353E-04  2.917315902E+02  2.917315900E+02  1.225000018E+00  9.999992027E-01  1.225000018E+00  8.121855354E-07 
