nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.222793659E-05  2.563389479E-05  9.682999981E+04  1.116165381E-05  2.919999998E+02  2.919999999E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.146793257E-04  2.108620272E-04  9.682999814E+04 -2.222786405E-04  2.920000003E+02  2.920000001E+02  1.224999982E+00  9.999999851E-01  1.224999982E+00  1.669174782E-29 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.525038191E-04  7.897590537E-06  9.682999821E+04 -2.452976558E-04  2.919998984E+02  2.919998982E+02  1.224999981E+00  9.999999837E-01  1.224999981E+00  4.298551032E-10 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.886897624E-04  2.226099548E-04  9.682999961E+04 -1.855696044E-04  2.919999999E+02  2.919999998E+02  1.225000000E+00  9.999999995E-01  1.225000000E+00  4.851258442E-10 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.653030932E-05  1.188065391E-04  9.682999772E+04  6.187444237E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.147585494E-03  1.813149981E-03  9.682999821E+04 -4.931793727E-04  2.920000012E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -4.154505070E-04  9.425273423E-05  9.682999976E+04 -3.294497568E-04  2.920000669E+02  2.920000666E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  1.075111769E-13 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.448222573E-04  1.991175029E-04  9.682999865E+04 -2.631377262E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999907E-01  1.224999989E+00  1.304158164E-39 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.822596468E-04  6.634034209E-05  9.682999992E+04 -2.217274666E-04  2.920000026E+02  2.920000024E+02  1.225000003E+00  1.000000002E+00  1.225000003E+00  1.175368327E-18 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.018261650E-04  1.815421366E-04  9.682999978E+04 -2.361782717E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.812383241E-03  1.770181507E-03  9.682999963E+04 -1.971776486E-04  2.919988956E+02  2.919988956E+02  1.225000018E+00  9.999859130E-01  1.225000018E+00  1.410190248E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.715298223E-04  2.337102663E-05  9.682999883E+04 -2.502076762E-04  2.920351558E+02  2.920351556E+02  1.224999989E+00  9.999956472E-01  1.224999989E+00  4.343494275E-06 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.284525010E-04  4.745735235E-05  9.683000039E+04 -2.851510364E-04  2.920065235E+02  2.920065232E+02  1.225000009E+00  1.000000007E+00  1.225000009E+00  4.376067635E-15 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.828804115E-04  1.584380208E-04  9.682999909E+04 -1.383138109E-04  2.919999999E+02  2.919999998E+02  1.224999992E+00  9.999893596E-01  1.224999992E+00  1.063386514E-05 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.752158299E-04  3.566280184E-04  9.683000017E+04 -4.643950994E-05  2.891418062E+02  2.891418062E+02  1.225000007E+00  9.996774280E-01  1.225000007E+00  3.225775603E-04 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.580402354E-05  1.002865138E-04  9.682999996E+04  6.570223114E-05  2.919999999E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.112483701E-02  1.066578349E-02  9.682998815E+04 -1.392858843E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  2.206713462E-26 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.471652361E-04  3.174628005E-05  9.683000110E+04 -3.181984386E-04  2.920007423E+02  2.920007420E+02  1.225000018E+00  1.000000015E+00  1.225000018E+00  1.240502416E-13 
