nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.410898023E-05  2.579063817E-05  9.682999981E+04  9.423665013E-06  2.919999997E+02  2.919999997E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.022081192E-04  2.135729650E-04  9.682999815E+04 -2.073338101E-04  2.919999809E+02  2.919999807E+02  1.224999982E+00  9.999999132E-01  1.224999982E+00  7.191127263E-08 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.392941794E-04  2.685811769E-05  9.682999823E+04 -2.147787313E-04  2.918981437E+02  2.918981436E+02  1.224999981E+00  9.996272518E-01  1.224999981E+00  3.727323189E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.919045819E-04  2.299816220E-04  9.682999961E+04 -1.820581080E-04  2.920000011E+02  2.920000010E+02  1.225000000E+00  9.999998356E-01  1.225000000E+00  1.643869573E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.652191264E-05  1.185645948E-04  9.682999772E+04  6.166215898E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.153323809E-03  1.813849376E-03  9.682999821E+04 -4.982795305E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.879360324E-04  8.373962594E-05  9.682999979E+04 -3.115278963E-04  2.919998594E+02  2.919998592E+02  1.225000002E+00  9.999966706E-01  1.225000002E+00  3.331214107E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.315323821E-04  2.017497646E-04  9.682999867E+04 -2.474461525E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999907E-01  1.224999989E+00  2.697101655E-13 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.447217186E-04  4.676635682E-05  9.682999996E+04 -2.020497607E-04  2.919985109E+02  2.919985107E+02  1.225000003E+00  9.999998993E-01  1.225000003E+00  1.027768007E-07 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.002016883E-04  1.847175646E-04  9.682999978E+04 -2.316563878E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817920250E-03  1.777094181E-03  9.682999962E+04 -1.964024623E-04  2.919980289E+02  2.919980288E+02  1.225000018E+00  9.999766327E-01  1.225000018E+00  2.338222163E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.571799118E-04  2.688396938E-05  9.682999884E+04 -2.318408537E-04  2.827610313E+02  2.827610311E+02  1.224999989E+00  9.869193823E-01  1.224999989E+00  1.308060841E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.155657203E-04  5.024641060E-05  9.683000041E+04 -2.696493149E-04  2.915340380E+02  2.915340378E+02  1.225000009E+00  9.997225919E-01  1.225000009E+00  2.774155827E-04 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.600899073E-04  1.623064177E-04  9.682999911E+04 -1.100436367E-04  2.882765304E+02  2.882765304E+02  1.224999992E+00  9.974420691E-01  1.224999992E+00  2.557924419E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.725492414E-04  3.625608423E-04  9.683000017E+04 -3.552305423E-05  2.868235387E+02  2.868235387E+02  1.225000007E+00  9.980131666E-01  1.225000007E+00  1.986838955E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.620677781E-05  1.007627809E-04  9.682999996E+04  6.573417317E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.117588199E-02  1.067757389E-02  9.682998810E+04 -1.433145806E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.616823323E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.257513826E-04  3.726634437E-05  9.683000112E+04 -2.917318527E-04  2.918610261E+02  2.918610259E+02  1.225000018E+00  9.999989809E-01  1.225000018E+00  1.033982148E-06 
