nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.362533575E-05  2.600968000E-05  9.682999981E+04  1.010719734E-05  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.072574275E-04  2.144561407E-04  9.682999815E+04 -2.115772034E-04  2.919999517E+02  2.919999515E+02  1.224999982E+00  9.999877880E-01  1.224999982E+00  1.219714492E-05 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.510748766E-04  4.133460209E-05  9.682999822E+04 -2.133418849E-04  2.918654392E+02  2.918654390E+02  1.224999981E+00  9.991381546E-01  1.224999981E+00  8.618295362E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.945826696E-04  2.292328797E-04  9.682999961E+04 -1.854194132E-04  2.920000010E+02  2.920000009E+02  1.225000000E+00  9.999998455E-01  1.225000000E+00  1.544921704E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.627941129E-05  1.185608239E-04  9.682999772E+04  6.190124723E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148699560E-03  1.813600183E-03  9.682999821E+04 -4.938826983E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.925343198E-04  8.170211553E-05  9.682999979E+04 -3.179853268E-04  2.919998132E+02  2.919998129E+02  1.225000002E+00  9.999983675E-01  1.225000002E+00  1.634396470E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.347122132E-04  2.012630542E-04  9.682999866E+04 -2.510701043E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999899E-01  1.224999989E+00  7.395606700E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.434185334E-04  3.982167012E-05  9.682999996E+04 -2.070828916E-04  2.919948194E+02  2.919948192E+02  1.225000003E+00  9.999888924E-01  1.225000003E+00  1.110966190E-05 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036287921E-04  1.845722911E-04  9.682999978E+04 -2.352161196E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815534579E-03  1.776050070E-03  9.682999963E+04 -1.949694339E-04  2.919980183E+02  2.919980183E+02  1.225000018E+00  9.999771171E-01  1.225000018E+00  2.289779309E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.715846157E-04  2.232645130E-05  9.682999883E+04 -2.503493847E-04  2.803628097E+02  2.803628095E+02  1.224999989E+00  9.674730993E-01  1.224999989E+00  3.252689140E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.190055851E-04  5.587656501E-05  9.683000040E+04 -2.678836302E-04  2.911394788E+02  2.911394786E+02  1.225000009E+00  9.978493540E-01  1.225000009E+00  2.150653447E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.776402008E-04  1.855269583E-04  9.682999909E+04 -1.055431004E-04  2.872935618E+02  2.872935617E+02  1.224999992E+00  9.929788194E-01  1.224999992E+00  7.021174057E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.738763324E-04  3.610089595E-04  9.683000017E+04 -3.835866724E-05  2.868791587E+02  2.868791586E+02  1.225000007E+00  9.980614228E-01  1.225000007E+00  1.938582777E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.602943343E-05  1.007601899E-04  9.682999996E+04  6.590907785E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113880865E-02  1.067780870E-02  9.682998814E+04 -1.395858122E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.660641132E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.355480479E-04  4.023633215E-05  9.683000111E+04 -2.988013569E-04  2.917321024E+02  2.917321021E+02  1.225000018E+00  9.999992237E-01  1.225000018E+00  7.912153822E-07 
