nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.351079547E-05  2.575719713E-05  9.682999981E+04  9.991332402E-06  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.073739109E-04  2.155747222E-04  9.682999815E+04 -2.106730317E-04  2.919999649E+02  2.919999648E+02  1.224999982E+00  9.999944588E-01  1.224999982E+00  5.526305984E-06 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.541513364E-04  4.280183164E-05  9.682999821E+04 -2.150788697E-04  2.918644893E+02  2.918644892E+02  1.224999981E+00  9.992051443E-01  1.224999981E+00  7.948398894E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.943620201E-04  2.291164215E-04  9.682999961E+04 -1.853051308E-04  2.920000010E+02  2.920000008E+02  1.225000000E+00  9.999998563E-01  1.225000000E+00  1.437223196E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.616828394E-05  1.185299805E-04  9.682999772E+04  6.198413417E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148721451E-03  1.813613033E-03  9.682999821E+04 -4.938928128E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.938853084E-04  8.245980576E-05  9.682999979E+04 -3.186449445E-04  2.919998109E+02  2.919998107E+02  1.225000002E+00  9.999977174E-01  1.225000002E+00  2.284444322E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.343779006E-04  2.017350232E-04  9.682999866E+04 -2.503050943E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999904E-01  1.224999989E+00  2.935086552E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.425784117E-04  3.874781388E-05  9.682999996E+04 -2.072225705E-04  2.919943359E+02  2.919943358E+02  1.225000003E+00  9.999827222E-01  1.225000003E+00  1.727985953E-05 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036170171E-04  1.845845325E-04  9.682999978E+04 -2.351931581E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815197296E-03  1.776062116E-03  9.682999963E+04 -1.946210486E-04  2.919979874E+02  2.919979873E+02  1.225000018E+00  9.999769115E-01  1.225000018E+00  2.310339390E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.719924112E-04  2.207912465E-05  9.682999883E+04 -2.509928699E-04  2.803778577E+02  2.803778575E+02  1.224999989E+00  9.674273081E-01  1.224999989E+00  3.257268262E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.202563010E-04  5.546350452E-05  9.683000040E+04 -2.695036421E-04  2.910908427E+02  2.910908425E+02  1.225000009E+00  9.971067351E-01  1.225000009E+00  2.893272358E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.805778838E-04  1.881156363E-04  9.682999909E+04 -1.060760472E-04  2.872862255E+02  2.872862254E+02  1.224999992E+00  9.932516709E-01  1.224999992E+00  6.748322614E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.736120654E-04  3.608953552E-04  9.683000017E+04 -3.819053522E-05  2.868715014E+02  2.868715014E+02  1.225000007E+00  9.980489286E-01  1.225000007E+00  1.951076973E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.587310026E-05  1.006587098E-04  9.682999996E+04  6.597280103E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113876622E-02  1.067778823E-02  9.682998814E+04 -1.395834471E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.246445088E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.365891114E-04  4.082277638E-05  9.683000111E+04 -2.993084267E-04  2.917445777E+02  2.917445775E+02  1.225000018E+00  9.999989946E-01  1.225000018E+00  1.020277294E-06 
