nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.394445001E-05  2.581233178E-05  9.682999981E+04  9.607958837E-06  2.919999997E+02  2.919999998E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.019500662E-04  2.114521750E-04  9.682999816E+04 -2.090108818E-04  2.920000025E+02  2.920000023E+02  1.224999982E+00  9.999999848E-01  1.224999982E+00  2.596572274E-10 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.355858223E-04  1.982430413E-05  9.682999823E+04 -2.174928379E-04  2.919364263E+02  2.919364261E+02  1.224999981E+00  9.997934615E-01  1.224999981E+00  2.065226585E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.909117844E-04  2.290968830E-04  9.682999961E+04 -1.818726149E-04  2.920000009E+02  2.920000007E+02  1.225000000E+00  9.999998713E-01  1.225000000E+00  1.286606316E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.670326812E-05  1.185838708E-04  9.682999772E+04  6.149838248E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.154050644E-03  1.814341412E-03  9.682999821E+04 -4.985573592E-04  2.920000012E+02  2.920000009E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.945911837E-04  8.873012277E-05  9.682999979E+04 -3.136293901E-04  2.919998347E+02  2.919998345E+02  1.225000002E+00  9.999948455E-01  1.225000002E+00  5.156386689E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.320757522E-04  2.005113904E-04  9.682999867E+04 -2.491194195E-04  2.919999974E+02  2.919999972E+02  1.224999989E+00  9.999999907E-01  1.224999989E+00  1.532247273E-16 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.520156007E-04  5.314355876E-05  9.682999995E+04 -2.035247450E-04  2.919996039E+02  2.919996037E+02  1.225000003E+00  9.999999994E-01  1.225000003E+00  2.730888624E-09 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -3.996813475E-04  1.843554398E-04  9.682999978E+04 -2.314664697E-04  2.920000006E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.818411449E-03  1.777012144E-03  9.682999962E+04 -1.969686561E-04  2.919980392E+02  2.919980392E+02  1.225000018E+00  9.999763155E-01  1.225000018E+00  2.369936809E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.571989417E-04  2.677294530E-05  9.682999884E+04 -2.322522673E-04  2.860029831E+02  2.860029829E+02  1.224999989E+00  9.969490598E-01  1.224999989E+00  3.050930890E-03 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.152390581E-04  4.916200138E-05  9.683000041E+04 -2.703641516E-04  2.918842275E+02  2.918842272E+02  1.225000009E+00  9.999475709E-01  1.225000009E+00  5.243651377E-05 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.578194751E-04  1.600726532E-04  9.682999911E+04 -1.101515771E-04  2.888868554E+02  2.888868553E+02  1.224999992E+00  9.979663159E-01  1.224999992E+00  2.033677553E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.711687333E-04  3.608500680E-04  9.683000017E+04 -3.576351476E-05  2.868504018E+02  2.868504018E+02  1.225000007E+00  9.979958747E-01  1.225000007E+00  2.004130900E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.648105922E-05  1.009584969E-04  9.682999996E+04  6.563839000E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.117818854E-02  1.067820024E-02  9.682998810E+04 -1.434880820E-03  2.919999983E+02  2.919999979E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  2.598676322E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.288984263E-04  3.836846700E-05  9.683000111E+04 -2.938827808E-04  2.919457084E+02  2.919457081E+02  1.225000018E+00  9.999991476E-01  1.225000018E+00  8.672847425E-07 
