nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.409477117E-05  2.579014386E-05  9.682999981E+04  9.437413091E-06  2.919999997E+02  2.919999997E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.023609876E-04  2.143407157E-04  9.682999815E+04 -2.067861393E-04  2.919999634E+02  2.919999632E+02  1.224999982E+00  9.999997765E-01  1.224999982E+00  2.085681277E-07 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.405497422E-04  2.869960187E-05  9.682999823E+04 -2.143526712E-04  2.918895430E+02  2.918895429E+02  1.224999981E+00  9.996012648E-01  1.224999981E+00  3.987193268E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.920299081E-04  2.301213823E-04  9.682999961E+04 -1.820559721E-04  2.920000012E+02  2.920000010E+02  1.225000000E+00  9.999998295E-01  1.225000000E+00  1.705469047E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.652050164E-05  1.185612067E-04  9.682999772E+04  6.166040647E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.153507030E-03  1.813756013E-03  9.682999821E+04 -4.985479933E-04  2.920000012E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.870545249E-04  8.295283877E-05  9.682999979E+04 -3.113641947E-04  2.919998615E+02  2.919998612E+02  1.225000002E+00  9.999972816E-01  1.225000002E+00  2.720294311E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.314505849E-04  2.021355769E-04  9.682999867E+04 -2.470122773E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999907E-01  1.224999989E+00  1.195345862E-12 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.432693671E-04  4.521386928E-05  9.682999996E+04 -2.020138676E-04  2.919980533E+02  2.919980532E+02  1.225000003E+00  9.999996894E-01  1.225000003E+00  3.126805085E-07 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.003299811E-04  1.847993942E-04  9.682999978E+04 -2.317101304E-04  2.920000006E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.817747266E-03  1.776776230E-03  9.682999963E+04 -1.965196411E-04  2.919980319E+02  2.919980318E+02  1.225000018E+00  9.999767300E-01  1.225000018E+00  2.328490017E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.576530535E-04  2.642218948E-05  9.682999884E+04 -2.326952504E-04  2.821490752E+02  2.821490751E+02  1.224999989E+00  9.820796687E-01  1.224999989E+00  1.792032199E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.158218001E-04  5.086062253E-05  9.683000041E+04 -2.693317572E-04  2.914505662E+02  2.914505660E+02  1.225000009E+00  9.996235228E-01  1.225000009E+00  3.764846601E-04 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.610312576E-04  1.636701128E-04  9.682999911E+04 -1.096706909E-04  2.881746819E+02  2.881746818E+02  1.224999992E+00  9.972882377E-01  1.224999992E+00  2.711755734E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.726534642E-04  3.627722016E-04  9.683000017E+04 -3.544312277E-05  2.868336516E+02  2.868336515E+02  1.225000007E+00  9.980309477E-01  1.225000007E+00  1.969057916E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.618853311E-05  1.007340534E-04  9.682999996E+04  6.572604486E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.117665080E-02  1.067704002E-02  9.682998810E+04 -1.434401680E-03  2.919999983E+02  2.919999979E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.875556879E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.257195272E-04  3.709086236E-05  9.683000112E+04 -2.918574422E-04  2.918368877E+02  2.918368875E+02  1.225000018E+00  9.999991231E-01  1.225000018E+00  8.918346751E-07 
