nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.373391471E-05  2.581042565E-05  9.682999981E+04  9.816807837E-06  2.919999997E+02  2.919999997E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.071492638E-04  2.163606014E-04  9.682999815E+04 -2.097310958E-04  2.919996443E+02  2.919996442E+02  1.224999982E+00  9.999969149E-01  1.224999982E+00  3.070235844E-06 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.497821028E-04  3.569198709E-05  9.682999822E+04 -2.172004758E-04  2.918700100E+02  2.918700098E+02  1.224999981E+00  9.994933291E-01  1.224999981E+00  5.066550510E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.952080069E-04  2.300487020E-04  9.682999960E+04 -1.853004161E-04  2.920000012E+02  2.920000011E+02  1.225000000E+00  9.999998170E-01  1.225000000E+00  1.829624007E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.619201593E-05  1.185596394E-04  9.682999772E+04  6.198757654E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148146905E-03  1.813303016E-03  9.682999821E+04 -4.936011768E-04  2.920000012E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.936356309E-04  8.218858621E-05  9.682999979E+04 -3.186426818E-04  2.919998161E+02  2.919998158E+02  1.225000002E+00  9.999985015E-01  1.225000002E+00  1.500387451E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.355043815E-04  2.027932336E-04  9.682999866E+04 -2.504659765E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999906E-01  1.224999989E+00  6.181446550E-11 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.444712164E-04  4.049387953E-05  9.682999996E+04 -2.075222305E-04  2.919956875E+02  2.919956873E+02  1.225000003E+00  9.999976949E-01  1.225000003E+00  2.307147121E-06 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.035329958E-04  1.847403156E-04  9.682999978E+04 -2.349670132E-04  2.920000006E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815017761E-03  1.775905143E-03  9.682999963E+04 -1.945851314E-04  2.919980589E+02  2.919980589E+02  1.225000018E+00  9.999772334E-01  1.225000018E+00  2.278154782E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.683056389E-04  2.456680465E-05  9.682999883E+04 -2.450167937E-04  2.811634172E+02  2.811634170E+02  1.224999989E+00  9.726708456E-01  1.224999989E+00  2.732914509E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.215868460E-04  5.459278127E-05  9.683000040E+04 -2.716449404E-04  2.912022140E+02  2.912022138E+02  1.225000009E+00  9.992282100E-01  1.225000009E+00  7.717974953E-04 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.705213046E-04  1.709005968E-04  9.682999910E+04 -1.123604606E-04  2.879694373E+02  2.879694372E+02  1.224999992E+00  9.967304990E-01  1.224999992E+00  3.269494435E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.759868957E-04  3.626553586E-04  9.683000017E+04 -3.893558278E-05  2.868753040E+02  2.868753040E+02  1.225000007E+00  9.980883326E-01  1.225000007E+00  1.911672985E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.592197638E-05  1.007045644E-04  9.682999996E+04  6.596580179E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113839784E-02  1.067761528E-02  9.682998814E+04 -1.395623782E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  4.411001119E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.352075097E-04  3.793144252E-05  9.683000111E+04 -3.005707508E-04  2.917725287E+02  2.917725284E+02  1.225000018E+00  9.999995204E-01  1.225000018E+00  4.944721912E-07 
