nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.369254779E-05  2.603030558E-05  9.682999981E+04  1.005865480E-05  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.069157533E-04  2.137135275E-04  9.682999815E+04 -2.119131462E-04  2.919999345E+02  2.919999344E+02  1.224999982E+00  9.999879436E-01  1.224999982E+00  1.204154605E-05 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.499984313E-04  4.101523444E-05  9.682999822E+04 -2.125571149E-04  2.918672616E+02  2.918672614E+02  1.224999981E+00  9.991722615E-01  1.224999981E+00  8.277227166E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.947146344E-04  2.293035779E-04  9.682999961E+04 -1.854869702E-04  2.920000010E+02  2.920000009E+02  1.225000000E+00  9.999998395E-01  1.225000000E+00  1.604610612E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.635244306E-05  1.185654594E-04  9.682999772E+04  6.183237805E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148728436E-03  1.813592088E-03  9.682999821E+04 -4.939189443E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.924287551E-04  8.169879314E-05  9.682999979E+04 -3.178827393E-04  2.919998302E+02  2.919998299E+02  1.225000002E+00  9.999987174E-01  1.225000002E+00  1.284472540E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.346571894E-04  2.008925134E-04  9.682999866E+04 -2.513531301E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999900E-01  1.224999989E+00  7.366926175E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.435737289E-04  3.997467782E-05  9.682999996E+04 -2.070984860E-04  2.919949472E+02  2.919949470E+02  1.225000003E+00  9.999905282E-01  1.225000003E+00  9.473884662E-06 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036506637E-04  1.845607844E-04  9.682999978E+04 -2.352484774E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815601383E-03  1.776074760E-03  9.682999963E+04 -1.950138584E-04  2.919980242E+02  2.919980241E+02  1.225000018E+00  9.999771906E-01  1.225000018E+00  2.282432476E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.716743935E-04  2.176625745E-05  9.682999883E+04 -2.509822397E-04  2.804939319E+02  2.804939317E+02  1.224999989E+00  9.690902124E-01  1.224999989E+00  3.090977825E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.183822248E-04  5.623825546E-05  9.683000040E+04 -2.669252365E-04  2.911161641E+02  2.911161639E+02  1.225000009E+00  9.981263692E-01  1.225000009E+00  1.873638244E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.762652861E-04  1.843828937E-04  9.682999909E+04 -1.052637640E-04  2.873535382E+02  2.873535381E+02  1.224999992E+00  9.934473627E-01  1.224999992E+00  6.552630796E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.741583045E-04  3.611712142E-04  9.683000017E+04 -3.848725553E-05  2.868768279E+02  2.868768279E+02  1.225000007E+00  9.980623981E-01  1.225000007E+00  1.937607452E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.611079498E-05  1.007755113E-04  9.682999996E+04  6.584168134E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113917693E-02  1.067813667E-02  9.682998814E+04 -1.395927225E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.893815663E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.354990705E-04  4.060748511E-05  9.683000111E+04 -2.984141978E-04  2.917389038E+02  2.917389036E+02  1.225000018E+00  9.999993114E-01  1.225000018E+00  7.034526691E-07 
