nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.356272010E-05  2.596128312E-05  9.682999981E+04  1.012562587E-05  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.074869985E-04  2.150645167E-04  9.682999815E+04 -2.112516562E-04  2.919999606E+02  2.919999605E+02  1.224999982E+00  9.999886650E-01  1.224999982E+00  1.132010985E-05 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.521741330E-04  4.173549222E-05  9.682999821E+04 -2.140750397E-04  2.918647670E+02  2.918647668E+02  1.224999981E+00  9.991338998E-01  1.224999981E+00  8.660843502E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.944656195E-04  2.291734896E-04  9.682999961E+04 -1.853565565E-04  2.920000010E+02  2.920000008E+02  1.225000000E+00  9.999998499E-01  1.225000000E+00  1.501205908E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.621847465E-05  1.185542296E-04  9.682999772E+04  6.195622403E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148689862E-03  1.813607925E-03  9.682999821E+04 -4.938659158E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.929796303E-04  8.194185035E-05  9.682999979E+04 -3.182119456E-04  2.919997983E+02  2.919997981E+02  1.225000002E+00  9.999979244E-01  1.225000002E+00  2.077487732E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.346991848E-04  2.015386864E-04  9.682999866E+04 -2.508055430E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999900E-01  1.224999989E+00  7.031213794E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.431923441E-04  3.951396725E-05  9.682999996E+04 -2.071373720E-04  2.919946636E+02  2.919946634E+02  1.225000003E+00  9.999872649E-01  1.225000003E+00  1.273717738E-05 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036048912E-04  1.845758308E-04  9.682999978E+04 -2.351889405E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815426854E-03  1.776015036E-03  9.682999963E+04 -1.948936761E-04  2.919980102E+02  2.919980102E+02  1.225000018E+00  9.999770431E-01  1.225000018E+00  2.297180010E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.716173657E-04  2.255366515E-05  9.682999883E+04 -2.501617523E-04  2.803108441E+02  2.803108439E+02  1.224999989E+00  9.663785374E-01  1.224999989E+00  3.362145332E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.196629966E-04  5.576794010E-05  9.683000040E+04 -2.686414479E-04  2.911470705E+02  2.911470703E+02  1.225000009E+00  9.975406628E-01  1.225000009E+00  2.459344686E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.789537642E-04  1.867388638E-04  9.682999909E+04 -1.057165711E-04  2.872661886E+02  2.872661886E+02  1.224999992E+00  9.928015528E-01  1.224999992E+00  7.198440726E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.736888498E-04  3.609096104E-04  9.683000017E+04 -3.826281594E-05  2.868786113E+02  2.868786113E+02  1.225000007E+00  9.980598557E-01  1.225000007E+00  1.940149849E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.595784042E-05  1.007385334E-04  9.682999996E+04  6.596096290E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113853233E-02  1.067756028E-02  9.682998814E+04 -1.395808476E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.488778655E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.358475252E-04  4.018149452E-05  9.683000111E+04 -2.991509110E-04  2.917320986E+02  2.917320984E+02  1.225000018E+00  9.999991158E-01  1.225000018E+00  8.991480097E-07 
