nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.369064994E-05  2.588372973E-05  9.682999981E+04  9.926873759E-06  2.919999996E+02  2.919999996E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.058549925E-04  2.150584491E-04  9.682999815E+04 -2.096248545E-04  2.919994313E+02  2.919994312E+02  1.224999982E+00  9.999914133E-01  1.224999982E+00  8.571797963E-06 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.501850251E-04  3.993654143E-05  9.682999822E+04 -2.137288807E-04  2.918706307E+02  2.918706305E+02  1.224999981E+00  9.993921650E-01  1.224999981E+00  6.078191691E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.949495250E-04  2.296307604E-04  9.682999961E+04 -1.854233135E-04  2.920000012E+02  2.920000011E+02  1.225000000E+00  9.999998167E-01  1.225000000E+00  1.833119938E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.633696527E-05  1.185629512E-04  9.682999772E+04  6.184563807E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148438176E-03  1.813363636E-03  9.682999821E+04 -4.938370294E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.942437467E-04  8.296469581E-05  9.682999979E+04 -3.185427517E-04  2.919997831E+02  2.919997829E+02  1.225000002E+00  9.999985615E-01  1.225000002E+00  1.440358669E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.341555888E-04  2.016923406E-04  9.682999866E+04 -2.501217106E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999904E-01  1.224999989E+00  3.355785200E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.431559949E-04  3.907595931E-05  9.682999996E+04 -2.075007549E-04  2.919946440E+02  2.919946438E+02  1.225000003E+00  9.999951675E-01  1.225000003E+00  4.834640038E-06 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.035343650E-04  1.845614989E-04  9.682999978E+04 -2.351314917E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815067935E-03  1.775857501E-03  9.682999963E+04 -1.946787147E-04  2.919980473E+02  2.919980472E+02  1.225000018E+00  9.999774474E-01  1.225000018E+00  2.256748569E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.705229332E-04  2.219609483E-05  9.682999883E+04 -2.494599104E-04  2.809248466E+02  2.809248464E+02  1.224999989E+00  9.714183137E-01  1.224999989E+00  2.858167703E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.205027610E-04  5.844516250E-05  9.683000040E+04 -2.670031700E-04  2.910119510E+02  2.910119507E+02  1.225000009E+00  9.988230213E-01  1.225000009E+00  1.176986134E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.728960877E-04  1.772699378E-04  9.682999910E+04 -1.087505626E-04  2.878137062E+02  2.878137061E+02  1.224999992E+00  9.961081838E-01  1.224999992E+00  3.891809678E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.754467948E-04  3.621900016E-04  9.683000017E+04 -3.883681073E-05  2.868831255E+02  2.868831255E+02  1.225000007E+00  9.980975878E-01  1.225000007E+00  1.902417827E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.608264874E-05  1.007392897E-04  9.682999996E+04  6.583676105E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113849647E-02  1.067756023E-02  9.682998814E+04 -1.395772731E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  4.560057428E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.364165969E-04  4.041322322E-05  9.683000111E+04 -2.995130617E-04  2.917688165E+02  2.917688163E+02  1.225000018E+00  9.999995620E-01  1.225000018E+00  4.529129025E-07 
