nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.344901524E-05  2.584949906E-05  9.682999981E+04  1.013738510E-05  2.919999998E+02  2.919999998E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.052583220E-04  2.110608658E-04  9.682999815E+04 -2.126761541E-04  2.920000007E+02  2.920000006E+02  1.224999982E+00  9.999999851E-01  1.224999982E+00  3.158152215E-13 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.379600999E-04  1.466276803E-05  9.682999823E+04 -2.245797415E-04  2.919743846E+02  2.919743844E+02  1.224999981E+00  9.999413475E-01  1.224999981E+00  5.863662685E-05 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.904864508E-04  2.281125142E-04  9.682999961E+04 -1.823455172E-04  2.920000006E+02  2.920000005E+02  1.225000000E+00  9.999998926E-01  1.225000000E+00  1.073805556E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.693992494E-05  1.186025155E-04  9.682999772E+04  6.127870070E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.153793887E-03  1.813976029E-03  9.682999821E+04 -4.986340468E-04  2.920000012E+02  2.920000009E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -4.034754419E-04  9.320511612E-05  9.682999978E+04 -3.184305885E-04  2.919999467E+02  2.919999465E+02  1.225000002E+00  9.999975065E-01  1.225000002E+00  2.495330887E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.354982806E-04  2.001030776E-04  9.682999866E+04 -2.529144994E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999907E-01  1.224999989E+00  3.240566056E-20 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.611427451E-04  5.795999702E-05  9.682999994E+04 -2.082572495E-04  2.919999312E+02  2.919999310E+02  1.225000003E+00  1.000000002E+00  1.225000003E+00  1.046494580E-10 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -3.999680139E-04  1.840716021E-04  9.682999978E+04 -2.320121297E-04  2.920000006E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.816816799E-03  1.775937164E-03  9.682999963E+04 -1.963548274E-04  2.919980383E+02  2.919980383E+02  1.225000018E+00  9.999755270E-01  1.225000018E+00  2.448790328E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.603000833E-04  2.604016750E-05  9.682999884E+04 -2.362687759E-04  2.887290343E+02  2.887290341E+02  1.224999989E+00  9.990270358E-01  1.224999989E+00  9.729548436E-04 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.190143735E-04  4.935024702E-05  9.683000040E+04 -2.739847396E-04  2.919996419E+02  2.919996417E+02  1.225000009E+00  9.999955567E-01  1.225000009E+00  4.450750353E-06 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.602066658E-04  1.609266558E-04  9.682999911E+04 -1.120720080E-04  2.895122279E+02  2.895122278E+02  1.224999992E+00  9.987428331E-01  1.224999992E+00  1.257160422E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.702174722E-04  3.602388968E-04  9.683000017E+04 -3.555850420E-05  2.870037270E+02  2.870037270E+02  1.225000007E+00  9.980794571E-01  1.225000007E+00  1.920548454E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.682569643E-05  1.011492039E-04  9.682999996E+04  6.546766761E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.117399456E-02  1.067487603E-02  9.682998810E+04 -1.433719992E-03  2.919999983E+02  2.919999979E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  1.678883263E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.359049491E-04  3.865280597E-05  9.683000111E+04 -3.006344705E-04  2.919839060E+02  2.919839057E+02  1.225000018E+00  9.999998533E-01  1.225000018E+00  1.615865545E-07 
