nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.351896133E-05  2.589743707E-05  9.682999981E+04  1.011109376E-05  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.075671444E-04  2.154588085E-04  9.682999815E+04 -2.109720523E-04  2.919999654E+02  2.919999652E+02  1.224999982E+00  9.999903791E-01  1.224999982E+00  9.605967689E-06 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.531430120E-04  4.219085725E-05  9.682999821E+04 -2.146281787E-04  2.918644781E+02  2.918644779E+02  1.224999981E+00  9.991503337E-01  1.224999981E+00  8.496504588E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.943882580E-04  2.291379901E-04  9.682999961E+04 -1.853116100E-04  2.920000010E+02  2.920000008E+02  1.225000000E+00  9.999998530E-01  1.225000000E+00  1.470177783E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.617735333E-05  1.185466332E-04  9.682999772E+04  6.199038068E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148694892E-03  1.813616961E-03  9.682999821E+04 -4.938626755E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.934383986E-04  8.221022975E-05  9.682999979E+04 -3.184256753E-04  2.919997936E+02  2.919997934E+02  1.225000002E+00  9.999975822E-01  1.225000002E+00  2.419702010E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.346151661E-04  2.017069283E-04  9.682999866E+04 -2.505679138E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999901E-01  1.224999989E+00  6.133421368E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.429317368E-04  3.918483479E-05  9.682999996E+04 -2.071772110E-04  2.919945165E+02  2.919945163E+02  1.225000003E+00  9.999856242E-01  1.225000003E+00  1.437785138E-05 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.035924330E-04  1.845793041E-04  9.682999978E+04 -2.351733220E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815327849E-03  1.776006957E-03  9.682999963E+04 -1.948020500E-04  2.919980011E+02  2.919980010E+02  1.225000018E+00  9.999769731E-01  1.225000018E+00  2.304184593E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.717129993E-04  2.249027452E-05  9.682999883E+04 -2.503180146E-04  2.803184937E+02  2.803184935E+02  1.224999989E+00  9.663482674E-01  1.224999989E+00  3.365172328E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.200914707E-04  5.562750976E-05  9.683000040E+04 -2.691974659E-04  2.911430622E+02  2.911430620E+02  1.225000009E+00  9.972859754E-01  1.225000009E+00  2.714032097E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.799294392E-04  1.876431073E-04  9.682999909E+04 -1.058489151E-04  2.872580849E+02  2.872580848E+02  1.224999992E+00  9.928281514E-01  1.224999992E+00  7.171842033E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.735926396E-04  3.608670887E-04  9.683000017E+04 -3.820277954E-05  2.868758532E+02  2.868758532E+02  1.225000007E+00  9.980563936E-01  1.225000007E+00  1.943611973E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.590525965E-05  1.007136142E-04  9.682999996E+04  6.599076546E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113846574E-02  1.067750757E-02  9.682998814E+04 -1.395790162E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.368934745E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.361761255E-04  4.034734369E-05  9.683000111E+04 -2.993285961E-04  2.917361791E+02  2.917361788E+02  1.225000018E+00  9.999990108E-01  1.225000018E+00  1.004054898E-06 
