nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.373185646E-05  2.601926660E-05  9.682999981E+04  1.000935367E-05  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.065071508E-04  2.132826500E-04  9.682999815E+04 -2.118975814E-04  2.919998993E+02  2.919998991E+02  1.224999982E+00  9.999885586E-01  1.224999982E+00  1.142654722E-05 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.493932769E-04  4.086734967E-05  9.682999822E+04 -2.120871246E-04  2.918695773E+02  2.918695772E+02  1.224999981E+00  9.992213928E-01  1.224999981E+00  7.785913702E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.948032088E-04  2.293592160E-04  9.682999961E+04 -1.855246666E-04  2.920000011E+02  2.920000009E+02  1.225000000E+00  9.999998335E-01  1.225000000E+00  1.665252562E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.640498756E-05  1.185670307E-04  9.682999772E+04  6.178137497E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148742865E-03  1.813568298E-03  9.682999821E+04 -4.939550788E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.927752438E-04  8.199185944E-05  9.682999979E+04 -3.179618189E-04  2.919998374E+02  2.919998372E+02  1.225000002E+00  9.999988114E-01  1.225000002E+00  1.190506081E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.344841446E-04  2.006527353E-04  9.682999866E+04 -2.513988348E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999900E-01  1.224999989E+00  7.021928580E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.435830174E-04  3.988530760E-05  9.682999996E+04 -2.071893284E-04  2.919949684E+02  2.919949682E+02  1.225000003E+00  9.999918214E-01  1.225000003E+00  8.180742913E-06 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036496754E-04  1.845415571E-04  9.682999978E+04 -2.352649521E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815569900E-03  1.776050450E-03  9.682999963E+04 -1.950044804E-04  2.919980278E+02  2.919980278E+02  1.225000018E+00  9.999772619E-01  1.225000018E+00  2.275295711E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.718169356E-04  2.123881218E-05  9.682999883E+04 -2.516368353E-04  2.806344198E+02  2.806344196E+02  1.224999989E+00  9.698807896E-01  1.224999989E+00  3.011920106E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.181808338E-04  5.702692218E-05  9.683000040E+04 -2.659950254E-04  2.910791073E+02  2.910791071E+02  1.225000009E+00  9.982956516E-01  1.225000009E+00  1.704355803E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.753149233E-04  1.834594829E-04  9.682999909E+04 -1.052243862E-04  2.874485956E+02  2.874485956E+02  1.224999992E+00  9.941149076E-01  1.224999992E+00  5.885085840E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.744560216E-04  3.613609124E-04  9.683000017E+04 -3.860628834E-05  2.868747532E+02  2.868747532E+02  1.225000007E+00  9.980662782E-01  1.225000007E+00  1.933727363E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.616640771E-05  1.007797963E-04  9.682999996E+04  6.579000668E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113933737E-02  1.067826836E-02  9.682998814E+04 -1.395967405E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  4.121502225E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.357545220E-04  4.106481345E-05  9.683000111E+04 -2.982531214E-04  2.917485015E+02  2.917485013E+02  1.225000018E+00  9.999993705E-01  1.225000018E+00  6.443641471E-07 
