nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.368850543E-05  2.587726707E-05  9.682999981E+04  9.923131688E-06  2.919999996E+02  2.919999996E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.058932460E-04  2.152050931E-04  9.682999815E+04 -2.095292782E-04  2.919994106E+02  2.919994105E+02  1.224999982E+00  9.999917380E-01  1.224999982E+00  8.247107708E-06 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.502244503E-04  3.977640043E-05  9.682999822E+04 -2.139144173E-04  2.918704638E+02  2.918704637E+02  1.224999981E+00  9.993988691E-01  1.224999981E+00  6.011150466E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.949604600E-04  2.296520262E-04  9.682999961E+04 -1.854147988E-04  2.920000012E+02  2.920000011E+02  1.225000000E+00  9.999998164E-01  1.225000000E+00  1.836449024E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.632752023E-05  1.185626515E-04  9.682999772E+04  6.185482125E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148415414E-03  1.813353411E-03  9.682999821E+04 -4.938236667E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.942444966E-04  8.294600982E-05  9.682999979E+04 -3.185604878E-04  2.919997805E+02  2.919997802E+02  1.225000002E+00  9.999985693E-01  1.225000002E+00  1.432540322E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.341909456E-04  2.017859048E-04  9.682999866E+04 -2.500715954E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999904E-01  1.224999989E+00  3.112711426E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.431637061E-04  3.908439112E-05  9.682999996E+04 -2.075007879E-04  2.919946550E+02  2.919946548E+02  1.225000003E+00  9.999953241E-01  1.225000003E+00  4.678033848E-06 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.035304658E-04  1.845686096E-04  9.682999978E+04 -2.351211013E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815053699E-03  1.775862165E-03  9.682999963E+04 -1.946602647E-04  2.919980487E+02  2.919980487E+02  1.225000018E+00  9.999774487E-01  1.225000018E+00  2.256623556E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.703855015E-04  2.234633760E-05  9.682999883E+04 -2.491814448E-04  2.809420302E+02  2.809420300E+02  1.224999989E+00  9.716278465E-01  1.224999989E+00  2.837214422E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.206152224E-04  5.829275034E-05  9.683000040E+04 -2.672563874E-04  2.910197024E+02  2.910197022E+02  1.225000009E+00  9.988542160E-01  1.225000009E+00  1.145791476E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.727626469E-04  1.768806756E-04  9.682999910E+04 -1.089845642E-04  2.878259062E+02  2.878259061E+02  1.224999992E+00  9.961653172E-01  1.224999992E+00  3.834676261E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.754895159E-04  3.622283780E-04  9.683000017E+04 -3.884422655E-05  2.868833832E+02  2.868833832E+02  1.225000007E+00  9.980983091E-01  1.225000007E+00  1.901696446E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.607196025E-05  1.007364713E-04  9.682999996E+04  6.584500245E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113846371E-02  1.067753980E-02  9.682998814E+04 -1.395758626E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  4.559624580E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.363938859E-04  4.027309453E-05  9.683000111E+04 -2.996182646E-04  2.917690837E+02  2.917690835E+02  1.225000018E+00  9.999995668E-01  1.225000018E+00  4.480922370E-07 
