nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.363491420E-05  2.601452224E-05  9.682999981E+04  1.010194597E-05  2.919999995E+02  2.919999995E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.072214384E-04  2.143551548E-04  9.682999815E+04 -2.116333761E-04  2.919999500E+02  2.919999498E+02  1.224999982E+00  9.999877485E-01  1.224999982E+00  1.223656947E-05 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.509186057E-04  4.128503364E-05  9.682999822E+04 -2.132308339E-04  2.918656088E+02  2.918656087E+02  1.224999981E+00  9.991410513E-01  1.224999981E+00  8.589329067E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.946012733E-04  2.292425801E-04  9.682999961E+04 -1.854292010E-04  2.920000010E+02  2.920000009E+02  1.225000000E+00  9.999998448E-01  1.225000000E+00  1.552231330E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.628918222E-05  1.185616175E-04  9.682999772E+04  6.189219082E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.148702689E-03  1.813599410E-03  9.682999821E+04 -4.938864997E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.924904594E-04  8.168216489E-05  9.682999979E+04 -3.179596662E-04  2.919998157E+02  2.919998154E+02  1.225000002E+00  9.999984262E-01  1.225000002E+00  1.575625846E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.347131786E-04  2.012151499E-04  9.682999866E+04 -2.511147401E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999899E-01  1.224999989E+00  7.413548772E-10 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.434464816E-04  3.985586399E-05  9.682999996E+04 -2.070796103E-04  2.919948403E+02  2.919948401E+02  1.225000003E+00  9.999891214E-01  1.225000003E+00  1.088069282E-05 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -4.036326042E-04  1.845714509E-04  9.682999978E+04 -2.352206206E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.815548262E-03  1.776055611E-03  9.682999963E+04 -1.949781356E-04  2.919980193E+02  2.919980193E+02  1.225000018E+00  9.999771273E-01  1.225000018E+00  2.288763529E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.715877936E-04  2.226601535E-05  9.682999883E+04 -2.504112386E-04  2.803766333E+02  2.803766331E+02  1.224999989E+00  9.676962310E-01  1.224999989E+00  3.230375968E-02 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.189165073E-04  5.590115776E-05  9.683000040E+04 -2.677717142E-04  2.911373424E+02  2.911373422E+02  1.225000009E+00  9.978915180E-01  1.225000009E+00  2.108489471E-03 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.774445321E-04  1.853547649E-04  9.682999909E+04 -1.055105488E-04  2.872993993E+02  2.872993993E+02  1.224999992E+00  9.930228054E-01  1.224999992E+00  6.977188108E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.739102403E-04  3.610276473E-04  9.683000017E+04 -3.837513843E-05  2.868789797E+02  2.868789796E+02  1.225000007E+00  9.980615120E-01  1.225000007E+00  1.938493591E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.604055623E-05  1.007628097E-04  9.682999996E+04  6.590039173E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.113886013E-02  1.067785511E-02  9.682998814E+04 -1.395867244E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.689495613E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.355198644E-04  4.026853014E-05  9.683000111E+04 -2.987438790E-04  2.917326207E+02  2.917326205E+02  1.225000018E+00  9.999992373E-01  1.225000018E+00  7.776094053E-07 
