nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure dynamic-pressure absolute-pressure   total-pressure      temperature total-temperature  phase-1-density      phase-1-vof  phase-2-density      phase-2-vof 
         1  1.180011401E+00  7.000440735E-01  4.499552279E-01 -1.414920995E-05  2.579552332E-05  9.682999981E+04  9.387853466E-06  2.919999997E+02  2.919999997E+02  1.224999998E+00  9.999999981E-01  1.224999998E+00  0.000000000E+00 
         2  1.150002942E+00  1.299996259E+00  6.549998111E+00 -4.013659816E-04  2.124712406E-04  9.682999816E+04 -2.074969510E-04  2.919999981E+02  2.919999979E+02  1.224999982E+00  9.999999753E-01  1.224999982E+00  9.753171533E-09 
         3  2.599979183E-01  1.299834635E+00  4.769962194E+00 -2.367704439E-04  2.394321506E-05  9.682999823E+04 -2.149166373E-04  2.919130013E+02  2.919130012E+02  1.224999981E+00  9.996794259E-01  1.224999981E+00  3.205582629E-04 
         4  2.499957813E-01  1.300216226E+00  3.040010943E+00 -3.911838710E-04  2.296342696E-04  9.682999961E+04 -1.816543411E-04  2.920000010E+02  2.920000009E+02  1.225000000E+00  9.999998486E-01  1.225000000E+00  1.513676525E-07 
         5  1.179989316E+00  1.700000987E+00  4.500025386E-01 -4.662813142E-05  1.185701239E-04  9.682999772E+04  6.156102481E-05  2.919999933E+02  2.919999933E+02  1.224999972E+00  9.999999769E-01  1.224999972E+00  0.000000000E+00 
         6  2.090000749E+00  1.699988964E+00  2.640041275E+00 -2.153899897E-03  1.814161183E-03  9.682999821E+04 -4.985711710E-04  2.920000013E+02  2.920000010E+02  1.225000005E+00  1.000000004E+00  1.225000005E+00  0.000000000E+00 
         7  1.929998960E+00  1.700096390E+00  4.850038151E+00 -3.892074190E-04  8.546126898E-05  9.682999979E+04 -3.112284238E-04  2.919998464E+02  2.919998461E+02  1.225000002E+00  9.999956022E-01  1.225000002E+00  4.399683801E-06 
         8  1.149997690E+00  1.699993700E+00  6.550001821E+00 -4.310728987E-04  2.011450805E-04  9.682999867E+04 -2.475383712E-04  2.919999973E+02  2.919999971E+02  1.224999989E+00  9.999999907E-01  1.224999989E+00  1.779989052E-14 
         9  2.599530306E-01  1.699784014E+00  4.769789816E+00 -2.467611063E-04  4.935676734E-05  9.682999996E+04 -2.017254716E-04  2.919990777E+02  2.919990775E+02  1.225000003E+00  9.999999818E-01  1.225000003E+00  2.026202356E-08 
        10  2.500325889E-01  1.700141952E+00  3.039603904E+00 -3.995913410E-04  1.845465564E-04  9.682999978E+04 -2.312021345E-04  2.920000005E+02  2.920000004E+02  1.225000002E+00  1.000000002E+00  1.225000002E+00  0.000000000E+00 
        11  2.090000512E+00  6.999920786E-01  2.640018387E+00 -1.818412636E-03  1.777225051E-03  9.682999962E+04 -1.967754687E-04  2.919980287E+02  2.919980287E+02  1.225000018E+00  9.999765028E-01  1.225000018E+00  2.351207467E-05 
        12  1.930000944E+00  7.000071781E-01  4.849993220E+00 -2.559174013E-04  2.726515883E-05  9.682999884E+04 -2.303302904E-04  2.839928774E+02  2.839928772E+02  1.224999989E+00  9.929527288E-01  1.224999989E+00  7.047261894E-03 
        13  1.149999460E+00  7.000041210E-01  6.549999896E+00 -3.146353983E-04  4.953744913E-05  9.683000041E+04 -2.693885991E-04  2.916837589E+02  2.916837587E+02  1.225000009E+00  9.998449399E-01  1.225000009E+00  1.550675060E-04 
        14  2.599937070E-01  6.999245510E-01  4.770022657E+00 -2.582377019E-04  1.608914342E-04  9.682999911E+04 -1.096135809E-04  2.884974042E+02  2.884974041E+02  1.224999992E+00  9.976536177E-01  1.224999992E+00  2.346375748E-03 
        15  2.500057384E-01  7.000450448E-01  3.040068823E+00 -3.717546763E-04  3.619214331E-04  9.683000017E+04 -3.531682714E-05  2.868187218E+02  2.868187217E+02  1.225000007E+00  9.979941004E-01  1.225000007E+00  2.005905191E-03 
        16  1.179999658E+00  1.300002449E+00  4.500000716E-01 -2.634261792E-05  1.008275614E-04  9.682999996E+04  6.565733991E-05  2.920000000E+02  2.920000000E+02  1.225000000E+00  9.999999999E-01  1.225000000E+00  0.000000000E+00 
        17  2.090000552E+00  1.299991228E+00  2.640042717E+00 -1.118152907E-02  1.068075510E-02  9.682998810E+04 -1.435890089E-03  2.919999984E+02  2.919999980E+02  1.224999991E+00  9.999999925E-01  1.224999991E+00  3.155383485E-21 
        18  1.930000128E+00  1.300009553E+00  4.849983633E+00 -3.254986087E-04  3.769002412E-05  9.683000112E+04 -2.910967232E-04  2.918989127E+02  2.918989125E+02  1.225000018E+00  9.999988639E-01  1.225000018E+00  1.150980959E-06 
